name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Corsair Dominator Titanium 64 GB,339.99,"5,6400","4,16",5.312,Black,10,32
Corsair Vengeance RGB 64 GB,244.99,"5,6600","2,32",3.828,Black / Gray,9.697,32
G.Skill Trident Z RGB 32 GB,84.99,"4,4000","2,16",2.656,Black,9,18
Corsair Vengeance LPX 32 GB,68,"4,3600","2,16",2.125,Black / Yellow,10,18
Patriot Viper 3 16 GB,29.98,"3,1866","2,8",1.874,Black / Silver,10.718,10
TEAMGROUP T-Force Vulcan Z 32 GB,,"4,4000","2,16",,Gray,9,18
Corsair Dominator Titanium 48 GB,259.99,"5,7200","2,24",5.416,White,10,36
Corsair Dominator Platinum RGB 32 GB,142.99,"5,5200","2,16",4.468,Black / Silver,15.385,40
G.Skill Ripjaws S5 48 GB,169.99,"5,6400","2,24",3.541,Black,10,32
Patriot Viper Elite 5 RGB 32 GB,107.99,"5,6200","2,16",3.375,White,13.548,42
TEAMGROUP T-Force Delta RGB 32 GB,94.99,"5,5600","2,16",2.968,White,11.429,32
OLOy MD4U083216BJDA 16 GB,41.99,"4,3200","2,8",2.624,Black,10,16
Kingston FURY Beast 32 GB,87.77,"4,3600","2,16",2.743,Black,10,18
G.Skill Ripjaws S5 96 GB,389.99,"5,6800","2,48",4.062,Black,10,34
TEAMGROUP T-Force Delta RGB 16 GB,49.99,"4,3200","2,8",3.124,Black,10,16
Kingston FURY Beast 64 GB,225.98,"5,6000","2,32",3.531,Black / Silver,12,36
Corsair Dominator Platinum RGB 32 GB,169.99,"5,6000","2,16",5.312,Black,10,30
Patriot Viper 4 Blackout 8 GB,25.99,"4,3000","2,4",3.249,Black,10.667,16
G.Skill Trident Z5 RGB 32 GB,124.99,"5,6000","2,16",3.906,Black,10,30
Crucial CT2K32G48C40U5 64 GB,180.2,"5,4800","2,32",2.816,Black,16.667,40
G.Skill Trident Z5 RGB 64 GB,214.99,"5,6000","2,32",3.359,Black,10,30
G.Skill Trident Z RGB 96 GB,339.99,"5,6400","2,48",3.542,Black,10,32
Corsair Vengeance LPX 16 GB,44.99,"4,2400","2,8",2.812,Black / Yellow,13.333,16
Timetec 75TT133U2R8-8G 8 GB,11.99,"3,1333","1,8",1.499,Green / Black,13.503,9
Kingston KVR1333D3N9HK2/8G 8 GB,49.99,"3,1333","2,4",6.249,Green,13.503,9
G.Skill Flare X5 64 GB,174.99,"5,5600","2,32",2.734,Black / White,12.857,36
TEAMGROUP T-Force Vulcan Z 16 GB,38.99,"4,3200","2,8",2.437,Red,10,16
G.Skill Trident Z5 RGB 32 GB,134.99,"5,7200","2,16",4.218,Silver / Black,9.444,34
Patriot Viper 4 Blackout 64 GB,117.99,"4,3600","2,32",1.844,Black,10,18
Corsair Vengeance 32 GB,115.99,"5,5600","2,16",3.625,White,12.857,36
G.Skill Ripjaws V 8 GB,69.98,"4,2400","1,8",8.748,Red,12.5,15
Kingston FURY Beast 16 GB,44.89,"4,3200","1,16",2.806,Black,10,16
Patriot Viper Steel 32 GB,71.98,"4,3200","2,16",2.249,Silver / Black,10,16
Corsair Dominator Titanium 32 GB,199.99,"5,7000","2,16",6.25,White,9.714,34
Corsair Vengeance RGB RS 16 GB,59.99,"4,3200","2,8",3.749,Black / Gray,10,16
Crucial Pro 96 GB,261.98,"5,5600","2,48",2.729,Black,16.429,46
Corsair Vengeance RGB Pro SL 32 GB,82.99,"4,3600","2,16",2.593,Black,10,18
Corsair Vengeance RGB Pro 32 GB,81.99,"4,3600","2,16",2.562,Black,10,18
Kingston ValueRAM 1 GB,10,"2,667","1,1",10,Green,14.993,5
Corsair Vengeance LPX 16 GB,47.99,"4,2666","2,8",2.999,White,12.003,16
Kingston FURY 32 GB,135.09,"5,6000","2,16",4.222,White,13.333,40
Corsair Dominator Platinum RGB 64 GB,229.99,"5,5600","2,32",3.594,White,14.286,40
Corsair Vengeance LPX 128 GB,269.99,"4,3200","4,32",2.109,Black / Yellow,10,16
Corsair Vengeance LPX 32 GB,89.99,"4,3200","4,8",2.812,Black / Yellow,10,16
Kingston FURY Beast RGB 16 GB,55,"4,3600","2,8",3.438,Black,9.444,17
TEAMGROUP T-Force Vulcan alpha 32 GB,92.99,"5,6000","2,16",2.906,Black / Silver,12.667,38
Kingston FURY Beast 32 GB,115.85,"5,5200","2,16",3.62,Black / Silver,15.385,40
Klevv BOLT V 32 GB,101.99,"5,6000","2,16",3.187,Black,10,30
Timetec PINNACLE Konduit 16 GB,38.99,"4,3200","2,8",2.437,White,10,16
G.Skill Trident Z5 RGB 64 GB,214.99,"5,6000","2,32",3.359,White / Black,10,30
G.Skill Trident Z5 RGB 64 GB,194.99,"5,6000","2,32",3.047,Black,12,36
Lexar THOR 16 GB,59.58,"4,3200","2,8",3.724,Black,10,16
Crucial CT4G4DFS8266 4 GB,15.99,"4,2666","1,4",3.998,Green / Black,14.254,19
Corsair Vengeance LPX 16 GB,67.71,"4,3200","2,8",4.232,White,10,16
Crucial Ballistix MAX 16 GB,699,"4,5100","2,8",43.688,Black,7.451,19
Corsair Vengeance 64 GB,247.99,"5,6800","2,32",3.875,Black / Gray,9.412,32
Kingston HyperX Fury 32 GB,,"4,3200","2,16",,Black,10,16
G.Skill Ripjaws V 64 GB,134.99,"4,3200","4,16",2.109,Black,10,16
Lexar Hades OC 32 GB,60.67,"4,3600","2,16",1.896,Gray / Black,10,18
G.Skill Trident Z5 RGB 32 GB,124.99,"5,6800","2,16",3.906,Black / Silver,10,34
Corsair Vengeance RGB 32 GB,135.99,"5,6200","2,16",4.25,Black,11.613,36
Corsair Dominator Titanium 64 GB,279.99,"5,6000","2,32",4.375,Black,10,30
TEAMGROUP Elite 16 GB,40.99,"5,4800","1,16",2.562,Black,16.667,40
Corsair Vengeance LPX 32 GB,74.98,"4,2666","2,16",2.343,Black / Yellow,12.003,16
ADATA XPG GAMMIX D20 16 GB,70.2,"4,3200","2,8",4.388,Black / Silver,10,16
TEAMGROUP T-Force Delta RGB 48 GB,250.98,"5,8200","2,24",5.229,Black,9.268,38
Corsair Vengeance RGB Pro SL 64 GB,184.99,"4,3600","4,16",2.89,White,10,18
Corsair Vengeance RGB Pro 32 GB,113.42,"4,3200","2,16",3.544,Black,10,16
Samsung Green 8 GB,17.12,"4,2133","1,8",2.14,Green / Black,14.065,15
G.Skill Trident Z5 RGB 48 GB,299.99,"5,8200","2,24",6.25,White / Black,9.756,40
Corsair Vengeance RGB RS 32 GB,81.99,"4,3200","2,16",2.562,Black / Gray,10,16
Corsair Dominator Titanium 64 GB,279.99,"5,6000","2,32",4.375,Black,10,30
Lexar Ares RGB 32 GB,212.99,"5,6400","2,16",6.656,White,10,32
G.Skill Ripjaws S5 32 GB,106.99,"5,6000","2,16",3.343,White,10,30
TEAMGROUP T-Force DELTAα RGB 32 GB,102.99,"5,6000","2,16",3.218,White,12.667,38
Corsair Vengeance RGB 64 GB,309.99,"5,6600","4,16",4.844,Black / Gray,9.697,32
Corsair Vengeance 32 GB,124.99,"5,5600","2,16",3.906,Gray,12.857,36
Kingston FURY Beast 16 GB,53.99,"5,5200","1,16",3.374,Black / Silver,15.385,40
G.Skill Trident Z5 RGB 32 GB,115.99,"5,6400","2,16",3.625,Black,10,32
G.Skill Ripjaws S5 32 GB,107.99,"5,5600","2,16",3.375,White,10,28
Silicon Power XPOWER Zenith Gaming 32 GB,59.97,"4,3200","2,16",1.874,Black,10,16
Corsair Vengeance 32 GB,104.99,"5,5600","2,16",3.281,Black / Gray,14.286,40
G.Skill Trident Z5 RGB 96 GB,339.99,"5,6400","2,48",3.542,White / Black,10,32
Corsair Dominator Titanium 32 GB,199.99,"5,7200","2,16",6.25,Black,9.444,34
Kingston FURY Beast 16 GB,75.76,"5,5200","2,8",4.735,Black / Silver,13.846,36
Corsair Vengeance LPX 4 GB,20.68,"4,2400","1,4",5.17,Black / Yellow,13.333,16
Kingston HyperX Fury 16 GB,,"4,2666","2,8",,Black,12.003,16
G.Skill Trident Z RGB 32 GB,99.99,"4,4400","2,16",3.125,Black,8.636,19
Corsair Vengeance LPX 16 GB,39.99,"4,3000","1,16",2.499,Black,10.667,16
Kingston FURY Renegade 16 GB,,"4,5333","2,8",,Black,7.5,20
Patriot Viper Elite II 16 GB,44.99,"4,4000","2,8",2.812,Red / Black,10,20
Corsair Vengeance RGB 32 GB,134.99,"5,6000","2,16",4.218,White,13.333,40
Corsair Vengeance LPX 32 GB,104.99,"4,4000","2,16",3.281,Black / Yellow,9,18
G.Skill Trident Z Royal 128 GB,548.69,"4,4000","4,32",4.287,Silver,9,18
ADATA XPG LANCER RGB 32 GB,197.58,"5,5200","2,16",6.174,Black,14.615,38
Corsair Vengeance RGB Pro SL 16 GB,59.99,"4,3200","2,8",3.749,White / Black,10,16
Kingston Fury Renegade RGB 32 GB,154.99,"5,6400","2,16",4.843,Silver / Black,10,32
G.Skill Ripjaws S5 32 GB,119.99,"5,6800","2,16",3.75,Black,10,34
Kingston FURY Beast RGB 32 GB,131.99,"5,5600","2,16",4.125,Black,12.857,36
Crucial CT2K8G4DFRA32A 16 GB,39.99,"4,3200","2,8",2.499,Green,13.75,22
Corsair Dominator Platinum RGB 32 GB,119.99,"4,3200","2,16",3.75,Black,10,16
Patriot PSD34G160081 4 GB,10.99,"3,1600","1,4",2.748,Green,13.75,11
TEAMGROUP T-Force Vulcan 64 GB,184.99,"5,6000","2,32",2.89,Red,12.667,38
Kingston HyperX Fury 16 GB,,"3,1866","2,8",,Black / Silver,10.718,10
Crucial CT16G4DFRA32A 16 GB,33.99,"4,3200","1,16",2.124,Green,13.75,22
Corsair Vengeance 32 GB,124.99,"5,6000","2,16",3.906,Black,13.333,40
Corsair Vengeance RGB 32 GB,121.99,"5,6000","2,16",3.812,Black,12,36
Corsair Vengeance RGB 32 GB,144.99,"5,6400","2,16",4.531,White / Silver,10,32
TEAMGROUP T-Create Classic 16 GB,36.99,"4,3200","2,8",2.312,Silver,13.75,22
Patriot Signature Line 16 GB,31.99,"4,2666","1,16",1.999,Black,14.254,19
G.Skill Trident Z Neo 64 GB,,"4,3600","4,16",,Black / Silver,8.889,16
Corsair Vengeance LPX 128 GB,265.99,"4,3600","4,32",2.078,Black / Yellow,10,18
Corsair Vengeance LPX 8 GB,34.99,"4,2666","2,4",4.374,Black / Yellow,12.003,16
OLOy WarHawk RGB 16 GB,42.99,"4,3200","2,8",2.687,Black / Gold,10,16
G.Skill Flare X5 32 GB,104.99,"5,5600","2,16",3.281,Black,10.714,30
G.Skill Aegis 8 GB,21.99,"4,3000","1,8",2.749,Black / Red,10.667,16
G.Skill Ripjaws X 8 GB,30.78,"3,1600","2,4",3.848,Black / Red,11.25,9
Corsair Vengeance 96 GB,369.99,"5,6600","2,48",3.854,Black / Silver,9.697,32
PNY XLR8 16 GB,38.99,"4,3200","2,8",2.437,Black / Red,10,16
ADATA XPG LANCER 16 GB,,"5,5200","2,8",,Black,14.615,38
Kingston FURY Beast 16 GB,78.56,"5,5600","2,8",4.91,Black,14.286,40
Patriot Signature Line 8 GB,18.98,"4,3200","1,8",2.373,,13.75,22
Corsair Vengeance LPX 8 GB,34.98,"4,3200","1,8",4.372,Black / Yellow,10,16
TEAMGROUP T-Force Delta RGB 16 GB,50.14,"4,3200","2,8",3.134,Black,10,16
ADATA XPG Lancer Blade RGB 32 GB,99.99,"5,6400","2,16",3.125,White,10,32
Corsair Vengeance 64 GB,229.99,"5,6000","2,32",3.594,Black / Gray,10,30
Klevv BOLT X 16 GB,40.99,"4,3600","2,8",2.562,Black,10,18
Patriot Viper Venom 64 GB,234.99,"5,6400","2,32",3.672,Black / White,10,32
Corsair Dominator Platinum RGB 32 GB,154.99,"5,5600","2,16",4.843,Black,12.857,36
G.Skill Trident Z5 Neo RGB 32 GB,119.99,"5,6400","2,16",3.75,,10,32
Corsair Vengeance LPX 16 GB,47.99,"4,2133","2,8",2.999,Black / Yellow,12.189,13
ADATA XPG Lancer Blade 32 GB,94.99,"5,6000","2,16",2.968,White,10,30
Kingston FURY Beast 16 GB,71.5,"5,4800","2,8",4.469,Black,15.833,38
G.Skill Trident Z5 Neo RGB 32 GB,119.99,"5,6400","2,16",3.75,,10,32
G.Skill Ripjaws V 64 GB,209.99,"4,4400","2,32",3.281,Black,8.636,19
Corsair Vengeance RGB 96 GB,369.99,"5,6800","2,48",3.854,Black / Silver,11.765,40
Kingston FURY Beast RGB 32 GB,110.4,"4,3600","2,16",3.45,Black,10,18
Kingston Server Premier 32 GB,78.7,"4,3200","1,32",2.459,,13.75,22
Crucial Classic 8 GB,26.99,"5,5600","1,8",3.374,Black,16.429,46
TEAMGROUP T-Force Delta RGB 32 GB,74.98,"4,3200","2,16",2.343,Black,10,16
TEAMGROUP T-Force Vulcan 64 GB,174.99,"5,6000","2,32",2.734,Black,12.667,38
G.Skill Ripjaws S5 64 GB,184.99,"5,6000","2,32",2.89,Black,12,36
G.Skill Trident Z5 RGB 32 GB,133.88,"5,6400","2,16",4.184,Silver / Black,10,32
Kingston FURY Beast RGB 16 GB,85.49,"5,5200","2,8",5.343,Black,13.846,36
TEAMGROUP Elite 32 GB,72.99,"5,4800","1,32",2.281,Black,16.667,40
ADATA XPG SPECTRIX D60G 16 GB,,"4,3200","2,8",,,10,16
Corsair Vengeance 32 GB,109.99,"5,6400","2,16",3.437,Black,11.25,36
TEAMGROUP T-Create Expert 48 GB,199.99,"5,7200","2,24",4.166,Black,9.444,34
Corsair Vengeance 32 GB,137.99,"5,6600","2,16",4.312,Black,9.697,32
TEAMGROUP T-Create Expert 64 GB,194.99,"5,6400","2,32",3.047,Black,10.625,34
G.Skill Trident Z Royal 16 GB,79.98,"4,3200","2,8",4.999,Silver,10,16
Corsair Vengeance 32 GB,124.99,"5,6000","2,16",3.906,Black,12,36
TEAMGROUP T-Force Delta RGB 32 GB,74.98,"4,3200","2,16",2.343,White,10,16
Corsair Vengeance 64 GB,224.99,"5,6000","2,32",3.515,Gray,13.333,40
TEAMGROUP T-Force Delta RGB 32 GB,113.75,"5,6800","2,16",3.555,Black / Silver,10,34
TEAMGROUP T-Create Classic 32 GB,59.99,"4,3200","2,16",1.875,Silver,13.75,22
G.Skill Ripjaws 4 8 GB,,"4,2400","1,8",,Black / Green,12.5,15
Corsair Dominator Platinum RGB 64 GB,269.99,"5,6000","2,32",4.219,Black,13.333,40
Crucial Ballistix 16 GB,,"4,3600","2,8",,Black,8.889,16
Kingston ValueRAM 8 GB,24.4,"4,2666","1,8",3.05,Green / Black,14.254,19
Corsair Vengeance RGB 32 GB,109.99,"5,5600","2,16",3.437,Black / Gray,14.286,40
Corsair Vengeance RGB 64 GB,249.99,"5,5600","4,16",3.906,Black,12.857,36
Corsair Vengeance RGB 32 GB,127.99,"5,6000","2,16",4,Black / Gray,12,36
Kingston FURY Beast 32 GB,111.55,"5,5600","1,32",3.486,Black,14.286,40
G.Skill Trident Z RGB 32 GB,99.99,"4,3600","2,16",3.125,Black,8.889,16
Patriot Signature Line 4 GB,11.99,"4,2400","1,4",2.998,Black / Green,13.333,16
Corsair Vengeance LPX 32 GB,,"4,3200","2,16",,Black / Yellow,10,16
Corsair Vengeance RGB 96 GB,299.99,"5,5600","2,48",3.125,Black,14.286,40
Corsair Dominator Titanium 32 GB,199.99,"5,7000","2,16",6.25,Black,9.714,34
Corsair Vengeance 64 GB,169.99,"5,4800","2,32",2.656,Black,16.667,40
Corsair Dominator Titanium 64 GB,329.99,"5,6000","4,16",5.156,White,12,36
G.Skill Trident Z5 RGB 64 GB,217.99,"5,6400","2,32",3.406,Silver / Black,10,32
TEAMGROUP T-Create Expert 64 GB,174.99,"5,6000","2,32",2.734,White,11.333,34
Crucial CT8G4DFS824A 8 GB,19.98,"4,2400","1,8",2.498,Green,14.167,17
ADATA XPG GAMMIX D20 32 GB,121.67,"4,3200","2,16",3.802,Black / Silver,10,16
Patriot Viper Venom 32 GB,127.99,"5,7200","2,16",4,Black / White,9.444,34
Corsair Dominator Titanium First Edition 64 GB,359.99,"5,6600","2,32",5.625,White,9.697,32
Mushkin Silverline 2 GB,15.95,"2,800","1,2",7.975,Gray / Silver,12.5,5
TEAMGROUP T-Force Xtreem ARGB 32 GB,84.99,"4,3600","2,16",2.656,White,10,18
Kingston FURY Beast 64 GB,141.43,"4,3200","2,32",2.21,Black / Silver,10,16
G.Skill Ripjaws V 16 GB,,"4,2400","2,8",,Black / Red,12.5,15
Corsair Vengeance 32 GB,117.99,"5,6000","2,16",3.687,White / Gray,12,36
G.Skill Aegis 16 GB,34.99,"4,2666","1,16",2.187,Black / Red,14.254,19
G.Skill Aegis 32 GB,61.99,"4,3000","2,16",1.937,Red / Black,10.667,16
Crucial CT4K32G4LFQ4213 128 GB,,"4,2133","4,32",,Black / Green,14.065,15
Crucial Ballistix 32 GB,,"4,3200","2,16",,Black,10,16
Kingston FURY Beast 32 GB,70.25,"4,3200","1,32",2.195,Black,10,16
Corsair Vengeance LPX 64 GB,147.99,"4,3200","4,16",2.312,Black / Yellow,10,16
TEAMGROUP T-Create Expert 32 GB,,"4,3600","2,16",,Gray,10,18
Corsair Vengeance RGB RS 32 GB,94.99,"4,3600","2,16",2.968,Black / Gray,10,18
TEAMGROUP T-Create Expert 16 GB,36.99,"4,3200","2,8",2.312,Gray,10,16
Corsair Dominator Titanium 96 GB,439.99,"5,6400","2,48",4.583,Black,10,32
Corsair Dominator Titanium 32 GB,189.99,"5,6600","2,16",5.937,White,9.697,32
G.Skill Trident Z5 RGB 32 GB,189.99,"5,7800","2,16",5.937,Silver / Black,9.231,36
Kingston FURY Beast 8 GB,42.92,"5,6000","1,8",5.365,Black,13.333,40
G.Skill Ripjaws V 64 GB,159.99,"4,4000","2,32",2.5,Black,9,18
Klevv CRAS X RGB 16 GB,51.99,"4,3600","2,8",3.249,Black,10,18
PNY XLR8 Gaming EPIC-X RGB 16 GB,46.99,"4,3200","2,8",2.937,Black,10,16
G.Skill Trident Z5 RGB 32 GB,119.99,"5,6000","2,16",3.75,Black,10,30
Corsair Vengeance RGB Pro SL 32 GB,92.99,"4,3200","2,16",2.906,White / Black,10,16
Corsair Vengeance 32 GB,94.99,"5,5200","1,32",2.968,Black,15.385,40
TEAMGROUP T-Force Delta RGB 32 GB,109.99,"5,6400","2,16",3.437,Black,10,32
Silicon Power XPOWER Zenith RGB Gaming 64 GB,199.99,"5,6000","2,32",3.125,Black,10,30
Corsair Vengeance 8 GB,59.98,"3,1600","2,4",7.497,Black / Silver,11.25,9
G.Skill Trident Z5 RGB 64 GB,,"5,5600","2,32",,White / Black,10,28
TEAMGROUP T-Create Expert 32 GB,129.99,"5,7200","2,16",4.062,White,9.444,34
G.Skill Trident Z5 RGB 32 GB,117.99,"5,6000","2,16",3.687,Silver / Black,12,36
Corsair Vengeance 64 GB,239.99,"5,5600","4,16",3.75,Gray,12.857,36
G.Skill Trident Z5 RGB 48 GB,259.99,"5,8000","2,24",5.416,White / Black,10,40
Corsair CMV4GX4M1A2133C15 4 GB,17.13,"4,2133","1,4",4.282,Black,14.065,15
Silicon Power XPOWER Zenith Gaming 16 GB,37.99,"4,3200","2,8",2.374,Black / Silver,10,16
ADATA XPG SPECTRIX D50 16 GB,54.99,"4,3200","2,8",3.437,Black,10,16
Kingston HyperX Fury 8 GB,,"4,3200","1,8",,Black / Silver,11.25,18
Corsair Vengeance LPX 256 GB,639.99,"4,3200","8,32",2.5,Black / Yellow,10,16
Corsair Vengeance 32 GB,104.99,"5,5600","2,16",3.281,White / Gray,14.286,40
TEAMGROUP T-Create Expert 96 GB,374.99,"5,6800","2,48",3.906,Black,10.588,36
TEAMGROUP Elite 16 GB,45.99,"5,6000","1,16",2.874,Black,16,48
TEAMGROUP T-Create Expert 96 GB,370.34,"5,6800","2,48",3.858,White,10.588,36
Silicon Power SP016GBLFU320B22 16 GB,33.97,"4,3200","2,8",2.123,,13.75,22
Corsair Vengeance RGB 96 GB,362.99,"5,6600","2,48",3.781,Black / Silver,9.697,32
TEAMGROUP T-Create Expert 32 GB,94.99,"5,6400","2,16",2.968,Black,12.5,40
Mushkin Enhanced Redline Stiletto 16 GB,42.99,"4,3600","2,8",2.687,Black,10,18
Corsair Dominator Platinum RGB 32 GB,179.99,"4,3600","4,8",5.625,White,10,18
Patriot Viper Steel 8 GB,26.99,"4,3200","2,4",3.374,Silver / Black,10,16
Corsair Dominator Platinum RGB 32 GB,154.99,"5,5600","2,16",4.843,White,12.857,36
Corsair Vengeance RGB 64 GB,187.99,"5,5200","2,32",2.937,Black / Gray,15.385,40
G.Skill Trident Z RGB 64 GB,179.99,"4,4000","2,32",2.812,Black,9,18
Kingston FURY Beast 32 GB,112.77,"5,4800","2,16",3.524,Black / Silver,15.833,38
Corsair Vengeance RGB Pro SL 32 GB,114.99,"4,3200","4,8",3.593,White / Black,10,16
TEAMGROUP Elite 16 GB,42.99,"5,5600","1,16",2.687,Black,16.429,46
Samsung M386A4G40DM0-CPB 32 GB,,"4,2133","1,32",,Black / Green,14.065,15
G.Skill Trident Z5 RGB 48 GB,214.99,"5,7200","2,24",4.479,Black,10,36
Patriot Viper Steel 16 GB,39.99,"4,3600","2,8",2.499,Gray,10,18
Corsair Dominator Platinum RGB 32 GB,177.99,"5,6600","2,16",5.562,Black,9.697,32
Corsair Vengeance RGB Pro 32 GB,127.99,"4,3600","4,8",4,Black,10,18
Klevv BOLT X 32 GB,60.99,"4,3200","2,16",1.906,Black,10,16
Kingston FURY Renegade 32 GB,138.75,"5,6000","2,16",4.336,White / Silver,10.667,32
TEAMGROUP T-Force Delta RGB 32 GB,229.99,"5,8000","2,16",7.187,White / Silver,9.5,38
Patriot Viper Steel 64 GB,139.99,"4,3600","2,32",2.187,Silver / Black,10,18
G.Skill Aegis 32 GB,63.99,"4,2666","2,16",2,Black / Red,14.254,19
Samsung M393A8G40MB2-CVF 64 GB,124,"4,2933","1,64",1.938,Green / Black,14.32,21
Corsair Dominator Platinum RGB 64 GB,229.99,"5,5200","2,32",3.594,White,15.385,40
Kingston KVR16N11/8 8 GB,12.98,"3,1600","1,8",1.623,Green,13.75,11
Corsair Vengeance 32 GB,124.99,"5,6000","2,16",3.906,Black,12,36
G.Skill Aegis 32 GB,74.98,"4,3200","4,8",2.343,Red / Black,10,16
Corsair Vengeance RGB 96 GB,389.99,"5,6000","4,24",4.062,Black,10,30
Kingston Fury Renegade RGB 32 GB,148.44,"5,6000","2,16",4.639,Silver / Black,10.667,32
Corsair Dominator Titanium 64 GB,299.99,"5,6400","2,32",4.687,White,10,32
Corsair Vengeance RGB 32 GB,144.99,"5,7000","2,16",4.531,Black / Silver,11.429,40
Corsair Vengeance 64 GB,204.99,"5,5600","2,32",3.203,Black / Gray,14.286,40
OLOy ND4U1632161DJ0DA 32 GB,61.99,"4,3200","2,16",1.937,Black,10,16
Patriot Viper Steel 8 GB,,"4,3200","1,8",,Silver / Black,10,16
Corsair Vengeance LPX 8 GB,29.99,"4,2400","2,4",3.749,Black / Yellow,13.333,16
ADATA XPG GAMMIX D30 16 GB,,"4,3200","2,8",,Silver / Black,10,16
TEAMGROUP T-Force Zeus 32 GB,56.99,"4,3200","2,16",1.781,Red / Silver,10,16
Crucial Classic 16 GB,55.99,"5,5200","2,8",3.499,Black,16.154,42
ADATA XPG LANCER RGB 32 GB,194.99,"5,6000","2,16",6.093,White,13.333,40
Corsair Vengeance RGB Pro SL 256 GB,1352.28,"4,3200","8,32",5.282,Black,10,16
G.Skill Trident Z5 Neo RGB 32 GB,117.99,"5,6000","2,16",3.687,Black,12,36
Kingston FURY Renegade 16 GB,,"4,5133","2,8",,Black,7.793,20
Corsair Vengeance RGB 32 GB,149.99,"5,6600","2,16",4.687,Black,9.697,32
Crucial CT2K16G4DFRA32A 32 GB,66.98,"4,3200","2,16",2.093,Green / Black,13.75,22
G.Skill Trident Z5 Neo 32 GB,112.99,"5,5600","2,16",3.531,Black,10,28
Kingston FURY Beast 32 GB,124.66,"5,6000","1,32",3.896,Black / Silver,12,36
G.Skill Trident Z Neo 32 GB,89.99,"4,4000","2,16",2.812,Black / Silver,9,18
Corsair Dominator Platinum RGB 32 GB,174.99,"5,6400","2,16",5.468,Black,10,32
TEAMGROUP Elite Plus 64 GB,147.99,"5,4800","2,32",2.312,Silver,16.667,40
TEAMGROUP T-Force Vulcan Z 16 GB,39.99,"4,3600","2,8",2.499,Red,10,18
Kingston FURY Beast RGB 16 GB,89.26,"5,5600","2,8",5.579,Black,12.857,36
Corsair Dominator Titanium 64 GB,305.98,"5,6400","2,32",4.781,Black,10,32
G.Skill Trident Z5 Neo RGB 32 GB,117.99,"5,6000","2,16",3.687,Black,10.667,32
Kingston FURY Beast 64 GB,219.7,"5,5600","2,32",3.433,Black,14.286,40
G.Skill Trident Z5 Neo RGB 48 GB,184.99,"5,6400","2,24",3.854,Black,10,32
Kingston HyperX Fury RGB 16 GB,,"4,3200","2,8",,Black,10,16
G.Skill Ripjaws S5 32 GB,112.99,"5,6000","2,16",3.531,Black,10.667,32
Patriot Viper Steel 32 GB,76.98,"4,3600","2,16",2.406,Silver / Black,10,18
TEAMGROUP Elite 64 GB,110.99,"4,3200","2,32",1.734,Black,13.75,22
Corsair Dominator Titanium 96 GB,439.99,"5,6400","2,48",4.583,White,10,32
G.Skill TridentZ RGB 32 GB,,"4,4800","2,16",,Black,8.333,20
G.Skill Trident Z5 RGB 32 GB,117.99,"5,6000","2,16",3.687,White / Black,12,36
G.Skill Trident Z5 Neo RGB 64 GB,209.99,"5,6000","2,32",3.281,Black / Silver,10.667,32
Kingston ValueRAM 4 GB,36.26,"2,800","2,2",9.065,Green,15,6
G.Skill Trident Z5 Neo RGB 48 GB,184.99,"5,6400","2,24",3.854,White / Black,10,32
Corsair Vengeance RGB Pro SL 16 GB,62.99,"4,3600","2,8",3.937,Black,10,18
TEAMGROUP T-Force Delta RGB 32 GB,104.99,"5,6200","2,16",3.281,White,12.258,38
Patriot Viper Elite II 4 GB,20.34,"4,2666","1,4",5.085,Red / Black,12.003,16
G.Skill TridentZ RGB 64 GB,,"4,4600","2,32",,Black,8.696,20
"Patriot Viper Xtreme Series, Division 4 16 GB",220,"3,2133","4,4",13.75,Black / Silver,10.314,11
Corsair Vengeance RGB Pro 128 GB,334.99,"4,3600","4,32",2.617,Black,10,18
G.Skill Ripjaws V 128 GB,234.99,"4,2666","4,32",1.836,Black,13.503,18
Crucial Pro 48 GB,159.99,"5,5600","2,24",3.333,Black,16.429,46
ADATA XPG GAMMIX D10 32 GB,,"4,3200","2,16",,Black / Silver,10,16
TEAMGROUP T-Force Delta RGB 16 GB,56.88,"4,3200","2,8",3.555,White,10,16
Corsair Vengeance 32 GB,127.99,"5,6200","2,16",4,Black,11.613,36
Patriot Viper Elite 5 RGB 16 GB,61.91,"5,5600","1,16",3.869,White,13.571,38
Kingston FURY Beast 16 GB,69.98,"5,6000","1,16",4.374,Black,12,36
Kingston Kingston Fury Red 16GB (2x8GB) DDR4 PC4-21300C16 2666MHz Dual Channel Kit (HX426C16FR2K2/16) 16 GB,,"4,2666","2,8",,Red,12.003,16
TEAMGROUP T-Force Vulcan Z 32 GB,63.99,"4,3600","2,16",2,Red,10,18
Kingston FURY Renegade 64 GB,239.99,"5,6000","2,32",3.75,Silver / Black,10.667,32
Silicon Power XPOWER Zenith RGB Gaming 32 GB,64.99,"4,3200","2,16",2.031,Black,10,16
Silicon Power SP064GBLVU560FD2AD 64 GB,159.99,"5,5600","2,32",2.5,Black,16.429,46
Corsair Vengeance RGB 32 GB,129.99,"5,5600","2,16",4.062,Black / Gray,12.857,36
Corsair Vengeance 32 GB,129.99,"5,6000","2,16",4.062,Gray,12,36
OLOy Blade RGB 32 GB,69.99,"4,3600","2,16",2.187,Black,10,18
