name,price,size,color,rpm,airflow,noise_level,pwm
Thermalright TL-R12,,120,Black / Gray,"400,1500","21.76,65.25","15,23",true
Gelid Solutions Stella 5-Pack,,120,Black,"500,1600",70,35,true
In Win Mercury AM120S,,120,Black / White,"400,2000",60.71,"17,29",true
Athena Power FANC-4020S,,40,Black,6200,7.1,28,false
ID-COOLING TF-12015,,120,Black,"500,2200",67.58,32.3,true
Antec Neo Prizm T3 3-Pack,,140,Black,"600,1500","31.19,80.52","10.52,30.4",true
Cooler Master Mobius 120 Slim,,120,Black,2500,53.7,31.4,true
SilentiumPC Stella HP RGB,,140,Black,"250,1800",,,true
Vetroo SA-120,14.99,120,Black,"800,1300","26.05,58.18",36.1,true
Vetroo SA-140,9.88,140,White,1200,69.29,33.5,true
Thermaltake CT140 EX ARGB Sync 3-Pack,69.98,140,Brown,"500,1800",90.3,30.7,true
Corsair ML Elite,,120,White,"450,2000","14.86,58.1","10,30.4",true
Scythe Kaze Flex II,15.95,120,Black,"300,1200","16.9,52.94","4,23.8",true
Apevia C 3-Pack,17.95,120,Black / Red,1500,57.67,24.7,false
RAIJINTEK Iris,6.99,120,,"800,1800",42.17,26.5,true
Fractal Design Prisma AL 3-Pack,,140,White / Black,1000,63.33,19.4,false
SilenX Effizio,19.35,80,Clear,1700,32,15,false
SilenX Ixtrema Pro,24.95,120,Black,1400,90,18,false
Gelid Solutions Wing PL,18.85,120,Black / Blue,1500,64.3,"12,25",false
Corsair SP120 High Performance,,120,White / Black,1400,52,26,true
Corsair SP120 3-Pack,,120,White / Black,1400,52,26,true
Fractal Design Prisma SL,,120,Black / White,1200,50.63,19.5,false
Cooler Master SickleFlow,,120,Black,"650,1800",62,"8,27",true
ARCTIC BioniX P140,12.99,140,White / Gray,"200,1950",77.6,,true
In Win Jupiter AJ120 3-Pack,,120,Black,"500,1800",70.32,35,true
Iceberg Thermal IceGALE,16.88,80,Teal / White,"800,2000",29,"0,26",true
Corsair ML140 LED ELITE Red Premium,34.99,140,Black,"400,1600","15,82.9","10,31.8",true
Corsair ML140 LED ELITE Red Premium,30.55,140,White,"400,1600","15,82.9","10,31.8",true
Corsair ML140 LED ELITE Blue Premium,53.85,140,White,"400,1600","15,82.9","10,31.8",true
Gelid Solutions Zodiac,,120,Black,"700,1600",65.5,35,true
Gelid Solutions Silent 14 PWM,,140,Black,"750,1500",78.5,20,true
Fractal Design Silent R2,,40,Black / White,4000,4.34,18,false
NoiseBlocker ELoop B,44.68,140,Black / White,"300,1200",83.92,24.28,true
In Win CROWN AC120 2-Pack,39,120,Black / Clear,"500,1600",53.08,"14.7,28.3",true
Fractal Design Prisma SL,,120,Black / White,1200,50.63,19.5,false
Cooler Master MasterFan SF120P,19.25,120,Black,"650,2000",43,"8,30",true
Silverstone FN,,120,Black,1500,25.06,18,false
Antec SPARK,,120,Black,2000,45.03,32.6,true
Iceberg Thermal IceGALE Xtra,,140,Black / White,"500,2500",169,"0,47",true
ID-COOLING WF-12025-SD-K,,120,Black,1600,60,27.5,false
Scythe Kaze Flex II Slim,16.95,120,Black,"300,1500","8.16,39.44","2.58,23.8",true
Xilence Performance C,16.94,140,Red / Black,"700,1500",62.05,30,true
Corsair SP120 Quiet 2-Pack,,120,Black,1450,37.85,23,false
BitFenix Spectre Pro,,120,Black,1200,56.22,18.89,false
Antec Two Cool,,120,Black,"600,1200","21.3,42.6","17,23.7",false
Apevia CF20SL-UGN,,200,Green,800,125,20,false
Xigmatek eXTREME SILENT,,120,Black,1800,75,20,false
Enermax T.B. Silence,,120,Translucent Gray,900,42.13,11,false
SilenX Effizio,21.08,120,Clear,1400,74,15,false
Silverstone FN,16.72,120,Black,1200,58.47,25.15,false
StarTech FAN9225PWM,,92,Black,"700,2200","12.78,39.35","10,25",false
Vantec Stealth,13.16,120,Black,1500,53,28,false
Aerocool Shark,,140,Black,"800,1500","50,96.5","14.5,29.6",false
NoiseBlocker BlackSilentFan X-1,,40,Translucent Blue,2800,2.88,9,false
NZXT Air Flow,,140,Clear,200,83.6,24.5,false
BitFenix Spectre,,230,Black,900,97.8,20,false
Apevia CF12S-BK,7.99,120,Black,1500,57.67,24.7,false
Apevia CF4S-BK,,80,Black,2000,25.64,22.05,false
Rosewill RFA-120-RL,,120,Red,2000,74.48,29.28,false
Noctua B9-1600,,92,Brown,"1000,1600","24.19,37.84","7.9,17.6",false
BitFenix Spectre Pro,,140,Black,"500,1800",122.2,29.2,true
Silverstone FN,,120,Transparent,1200,53.24,26.6,false
be quiet! Silent Wings 2,,80,Black,2000,"26,44.2",15.5,true
be quiet! Silent Wings 2,,120,Black,1500,50.5,16.5,true
be quiet! Silent Wings 2,,140,Black,1000,60.4,15.8,false
Nanoxia Deep Silence,,140,Black / Green,"650,1400",76.5,16.89,true
Corsair SP140,,140,Black / Blue,1440,49.49,29.3,false
Corsair SP140 2-Pack,,140,Black / Green,1440,49.49,29.3,false
Deepcool Wind Blade,,120,Black,,53.65,26.6,false
Nanoxia Deep Silence,,120,Black / Green,"1100,1800","34.7,72.1","12.2,19.89",false
Rosewill RAWP-141411,,140,Brown / Black,"900,1200","60.23,82","14.5,21.5",false
Thermaltake Riing,18.07,120,Black / Green,"1000,1500",40.6,"18.7,24.6",false
EK Vardar F4-120ER,,120,Black,2200,77,33.5,true
Scythe Slipstream,24.99,120,Black,"200,1300","9.8,74.25","3,26.5",true
ARCTIC F Silent,,120,White / Black,800,37,,false
Thermaltake Riing 3-Pack,,140,Black,"1100,1400",51.15,"19,28.1",true
NZXT Aer RGB,,140,Black,"500,1500","23.9,71.6","22,33",true
Cooler Master MasterFan Pro Air Flow,,120,Black,"650,1900","48.8,84.5","6,36",true
Apevia S,,120,Black / Pink,1500,57.67,24.7,true
Apevia C,,120,Black / White,1500,57.67,24.7,false
Aerocool Centaurus I,,80,Silver,2000,26.8,21.6,false
Cooler Master MasterFan Lite,,120,Black,1200,32,25,false
Fractal Design Silent LL,,140,Black,1200,47.1,23.3,false
Thermaltake Riing Plus,,200,Black,"500,1000",117.96,29.2,true
Cougar Vortex,,120,Black,1200,36.72,24.3,false
EK Vardar EVO 120ER 2-Pack,,120,Black / White,"500,2200",77,33.5,true
Corsair AF120 (2018),,120,Black / White,1400,52,26,false
Thermaltake Riing Trio 20 RGB TT Premium Edition,,200,Black,"500,1000",123.53,28,true
GameMax Mirage White Fins,,120,Black / White,1100,36,25,false
GameMax Velocity ARGB,,120,Black / White,1500,94.8,23.8,false
GameMax Storm Force RGB,,120,Black / White,1300,41.4,21,false
Alpenföhn Wing Boost 3 ARGB 3-Pack,,140,Black,"500,1500",78.9,25.6,true
Apevia FrostBlade 6-Pack,,120,Black,1350,57.67,24.7,false
Cooler Master MasterFan SFR,,120,Black,"650,2000",59,"8,30",true
ARCTIC F8,,80,Black / White,2000,31,22.5,true
Enermax SquA RGB 3-Pack,,120,Black,"300,1500","24.53,68.27","12,23",true
Apevia Spectra 6-Pack,,120,Black,1350,57.67,24.7,true
Enermax T.B. Silence,50,92,Black,1400,27.18,13,false
Thermaltake Pure Duo 2-Pack,96.52,140,Black,"500,1500",,33.5,true
darkFlash CF8 Pro 5-Pack,,120,Transparent,,,,false
Xigmatek Galaxy II Pro 3-Pack,,120,Black / White,"600,1500",,,false
Zalman SF140,,140,Silver / Black,"800,1500",61,29,true
Corsair ML140 LED ELITE White Premium,53.64,140,Black,"400,1600","15,82.9","10,31.8",true
ARCTIC F PST,,140,Black,"200,1350",74,,true
Jonsbo ZG 3-Pack,,120,White,"500,1500","20.1,61.7","23.8,36.8",true
Antec Storm T3,,140,Black,"600,1500","44.82,112.72",33.69,true
Apevia Cosmos 5-Pack,,120,Orange / Black,1350,57.67,24.7,false
Phanteks PH-F120MP V2,,120,Black,"500,2200",60.5,34.2,true
ID-COOLING TF-12025-ARGB REVERSE,,120,,"500,1500",68.2,"13.8,30.5",true
ID-COOLING TF-12025-PRO-ARGB 3-Pack,,120,Black / White,"500,1800",82.5,35.2,true
Silverstone FN80,13.91,80,Black,2000,27.81,22.9,false
Thermaltake TOUGHFAN EX 3-Pack,,120,White,"500,2000",59.34,25.7,true
Thermaltake Riing Plus TT Premium Edition,19.98,120,Black,"500,1400","5,14",24.7,true
Valkyrie X12F,25.19,120,White,"800,2150",80,29,true
Fractal Design Dynamic X2 GP,,120,Black / White,"500,2000",87.6,32.2,true
Evercool EC-8038,,80,Black,5000,67.09,43.8,false
ARCTIC BioniX F120,,120,Black / Green,"200,1800",69,24.4,true
Fractal Design Prisma AL 3-Pack,,120,White / Black,"500,2000","20.68,85.71",,true
ARCTIC F12 CO,14.24,120,Black,"600,1350",74,,true
Akasa Viper,47.04,140,Black / Yellow,"600,1600",110.61,"12.5,26.01",true
Noctua NF-A6x15 FLX,16.95,60,Brown,"3050,3500","8.53,13.77","16.5,19.8",true
BitFenix Spectre,,120,Black,1000,43.5,20,false
Scythe Gentle Typhoon,21.23,120,Gray,500,18.25,5,false
Reeven Euros,9.99,120,Black,1200,46.4,22.3,false
Thermaltake Pure Duo 2-Pack,34.98,120,White,"500,1500",,28,true
In Win Sirius Pure ASP120-3PK 3-Pack,,120,White,"500,1800",50,"13,27",true
Scythe Kaze Flex ARGB,21.95,120,Black / White,"300,1800","16.6,79.76","4,35.8",true
EK Loop Fan FPT 120,34.99,120,Black,"550,2300",77,36,true
Cooler Master MOBIUS,,140,Black,,"0,76.5","0,30",true
Evercool EC4015SH12BP,11.95,40,Black,"3000,10000",,32,false
StarTech FANBOX,11.18,120,Black,2000,72.94,30,false
Prolimatech Vortex,7.99,120,Blue,"1200,1600",72.67,29.1,false
Corsair SP140 2-Pack,,140,Black / White,1440,49.49,29.3,false
Fractal Design Dynamic GP-12,,140,Black,1000,68.4,18.89,false
Thermaltake Riing,61.88,140,Black / Yellow,"1000,1400",51.15,"22.1,28.1",false
Scythe Slipstream,10.99,120,Black,800,40.17,10.7,false
BitFenix Spectre Xtreme,,120,Black,"950,2000",66,30,false
NoiseBlocker ELoop B,,140,Black / White,600,43.33,5.71,false
Corsair AF140 (2018),,140,Black / White,1150,62,26,false
Cooler Master MasterFan SF120M,,120,Black,"650,2000","35,62","5.5,22",true
ARCTIC F12 TC,12.72,120,White / Black,1350,53,,false
ARCTIC P8 5-Pack,,80,,3000,23.4,,false
Rosewill RGBF-S12001 3-Pack,82.49,120,Black,"800,1800",41.2,27.8,true
Iceberg Thermal IceGALE,,120,Teal / White,"500,1850",76,"0,35",true
Corsair ML Elite,,120,Black,"450,2000","14.86,58.1","10,30.4",true
Alpenföhn JetStream Slim,,120,Black,"400,1800",52.619,24.7,true
Gelid Solutions Silent 8,,80,Black,1600,21,18.9,false
Gelid Solutions Silent 12 PWM,,120,Black,"750,1600",64.5,25.5,true
Xilence XPF80.W,,80,Black,1800,21.8,20,false
Corsair SP120 High Performance,,120,Black,2350,62.74,35,false
BitFenix Spectre Pro,,230,White,900,156.27,25.6,false
BitFenix Spectre,,230,Black,900,97.8,20,false
Cooler Master Blade Master,,92,Black,"800,2800","15.7,54.8","17,35",true
NZXT Air Flow,,120,White,1200,59.1,26.8,false
Noctua B9 PWM,,92,Brown,"300,1600","30.96,37.85","13.1,17.6",false
ARCTIC F14,,140,White / Black,1300,77.3,,false
Cougar Turbine 4-Pack,,120,Orange,1200,60.4,17.7,false
Enermax T.B. Silence,,140,Black,750,45.4,15,false
Zalman F3,,120,Clear,1500,,23,false
Rosewill RFX-80BL,,80,Clear,"1700,3000","23.38,41.8","19.25,29",false
Silverstone Air Penetrator,,120,Black,1200,42.58,19.7,false
SilenX Ixtrema Pro,21.54,80,Black,1600,18,11,false
Antec 75001,16,80,Clear,2600,34,30,false
Cooler Master R4-S8R-20AK-GP,,80,Black,2000,28.89,20.9,false
Cougar Dual-X,,140,Red,1000,73.18,18,false
Cougar Vortex,29.94,120,Black,"800,1500",70.5,17.89,false
Noctua R8-1800,,80,Brown,"800,1800",,"7,17",false
NoiseBlocker BlackSilentPro P-P,14.99,120,Black,1500,58.85,24,true
Cooler Master R4-S9S-19AK-GP,,92,Black,1900,32.53,20.8,false
Gelid Solutions Silent,14.95,120,White,1000,37,20.2,false
Nexus D12SL-12,18.18,120,Black / White,1000,36.86,18,false
Rosewill RCA-220-BL,,220,Clear,600,110,21,false
Prolimatech Vortex,,140,Red,1000,87,18.1,false
Thermaltake ISGC,,120,White,"800,1300",58.3,16,false
Zalman F2,,92,Transparent,"1500,2800",,"20,35",false
Antec True Quiet,18.98,120,Blue,"600,1000","21.5,35.79","8.9,19.89",false
Evercool FAN-EC1425L12EA,7,140,Black,1200,68.23,22.1,false
Corsair AF120,,120,Black,1500,52.19,25.2,false
Thermalright TY,,140,Black / White,"900,1300","28.3,73.6","17,21",true
Corsair AF120 Quiet,,120,Black,1500,52.19,25.2,false
Corsair AF140 Quiet,,140,Black,1200,66.4,25.5,false
Scythe Slipstream,,120,Black,1900,110.31,37,false
SHARKOON Shark Blade,17.32,120,Black / Blue,1000,33,19,false
be quiet! Silent Wings 2,,140,Black,1000,60.4,16.4,true
Phanteks F140SP,22.99,140,Black / White,1200,82.1,19,false
Thermaltake Pure,,120,Clear,1000,40.99,19.5,false
Corsair SP120,,120,Black / White,1650,57.24,26.4,false
Corsair SP120,,120,Black / Blue,1650,57.24,26.4,false
Corsair SP140,,140,Black / White,1440,49.49,29.3,false
Corsair SP120 2-Pack,,120,Black / Purple,1650,57.24,26.4,false
Corsair SP140 2-Pack,,140,Black / Blue,1440,49.49,29.3,false
Deepcool GF 140,,140,Black / Green,1200,71.8,"17.6,26.7",true
Deepcool XFAN,,120,Clear,1300,44.71,26,false
Zalman F1 Plus,,80,Black,2000,,"20,23",false
Silverstone FQ,20.64,92,White / Blue,"1000,2500","19.8,44.2","15.3,24.8",true
Silverstone FW,14.18,120,Blue / White,"1000,1800","42.6,76.5","18.39,28.1",true
Silverstone FW,15.03,92,Blue / White,"1500,2800","26.8,49.5","14.1,27.7",true
Deepcool GF,,120,Black,"500,1800",79.81,"17.6,32.5",true
Scythe GlideStream,29.6,140,Black,800,49.95,21.4,false
Cougar CFD,,120,Black / White,1200,64.37,16.6,false
Cougar CFD,,140,Black,1000,64.5,17.89,false
Deepcool TF 120,,120,Black / White,"500,1800","58.39,76.52","17.6,31.8",true
ARCTIC F Silent,,92,White / Black,1000,21.2,,false
Cooler Master Silencio FP,,120,Black,2400,38,11,true
Thermaltake Riing 3-Pack,,140,Black,"500,1400",73.91,29.4,true
RIOTORO Prism 2-Pack,,120,Clear,1500,47,26.5,false
Cooler Master MasterFan Pro Air Pressure,,140,Black,"650,2800","46.2,82.2","6,36",true
Cooler Master MasterFan Pro Air Flow,,140,Black,"500,800",53,"6,20",true
NZXT Aer F,,140,Black,"500,1500","34.48,103.43","21,35",true
Cooler Master MasterFan Pro Air Pressure 3-Pack,,120,Black,"650,1500",35,"6,20",true
Cooler Master MasterFan Pro Air Flow 3-Pack,,120,,"650,1100",48.8,"6,20",true
BitFenix Spectre Pro,,120,Black / White,1200,56.22,18.9,false
Apevia C 5-Pack,,120,Black / Green,1500,57.67,24.7,false
Apevia AF512L-BL 5-Pack,,120,Blue,1500,57.67,24.7,false
Azza Hurricane 6-Pack,,120,Black,"800,1800",56.12,29.8,true
Fractal Design Silent LL,,140,Black,1200,47.1,23.3,false
ARCTIC F12 PST,,120,Black / White,1350,53,,true
Lian Li Bora Lite 3-Pack,,120,Black,"900,1500",48.31,28.2,true
Mars Gaming MFRGBKIT 3-Pack,,120,Black,1200,45.2,18,false
Deepcool CF,,140,Black,"500,1200",64.13,"19.8,24",true
Antec Prizm,,140,,1700,65.03,32,true
Cooler Master MasterFan SF120R,,120,Black,"650,2000",59,"8,30",true
Cooler Master MasterFan MFR RGB,,120,Black,"650,2000",49,30,true
Alpenföhn Wing Boost 3 ARGB 3-Pack,,120,Black,"700,1600",54.5,23.5,true
Apevia 412L-RGB Spectra 4-Pack,,120,Black,1350,57.67,24.7,false
Fractal Design Prisma SL,,140,Black / White,1000,63.33,19.4,false
Scythe Kaze Flex Square,,140,Black,"300,1200","16.8,67.2","4.19,19.4",true
SilentiumPC Mistral 140,,140,Black,1000,61,,false
RAIJINTEK IRIS 12 RBW ADD-2 2-Pack,,120,White / Black,"400,1800",35.8,28,true
In Win Jupiter AJ120,,120,Black,"500,1800",70.32,35,true
Scythe Kaze Flex Slim,,120,Black / White,"300,1200","8.28,33.86","2.7,23.9",true
Iceberg Thermal IceGALE,,120,Gray / White,"500,1850",76,"0,35",true
Iceberg Thermal IceGALE,,140,Black / White,"500,1600",96,"0,36",true
Iceberg Thermal IceGALE Xtra,,120,Gray / White,"500,3000",127,"0,44",true
Scythe Kaze Flex,32.83,120,Black,1800,79.76,35.8,false
Scythe Kaze Flex,37.22,120,Black,"300,800","16.6,43.03","4,14.05",true
ID-COOLING XF-12025-SW,,120,White,"700,1800",74.5,"18,35.2",true
ID-COOLING ZF-12025-ARGB-TRIO-SNOW 3-Pack,,120,White,"500,1600",50.5,"16.3,28.5",true
ID-COOLING NO-8025-SD,,80,Black,2000,25.5,21,false
ARCTIC F,,140,Black,"200,1350",74,,true
ARCTIC F8 PWM PST CO,,80,Black,"300,2000",31,,true
Thermalright TL-RS12 ARGB,,120,Black / Gray,"400,1500","21.76,65.25","15,23",true
Gelid Solutions Silent 6,,60,Black / White,3200,16,24,false
Gelid Solutions Silent 12,,120,Black,1000,40.3,20.2,false
EK Quantum Impulse D-RGB,38.69,120,White,"400,1800",57.5,24.3,true
Apevia Arcane RGB 4-Pack,,120,Black / White,1350,57.67,24.7,false
Apevia Lunar Pro 4-Pack,,140,White / Black,1200,59.6,29.4,false
Apevia Lunar Pro 6-Pack,,140,White / Black,1200,59.6,29.4,false
Apevia Twilight 4-Pack,,120,White / Black,1350,57.67,24.7,false
Phanteks PH-F120MP V2 RADIATOR,,120,Black / White,"500,2200",60.5,34.2,true
Phanteks PH-F120MP V2 RADIATOR,,120,White,"500,2200",60.5,34.2,true
ID-COOLING TF-12025-PRO-ARGB 3-Pack,,120,White,"500,1800",82.5,35.2,true
ID-COOLING XF-12025-SD,,120,Black,"700,1800",74.5,"18,35.2",true
ADATA XPG VENTO,,120,White,1200,45.3,23,false
Xilence XPF92.R,,92,Red / Black,1500,27.45,17.8,false
Xilence XPF92.R.PWM,12.19,92,Red / Black,"900,1800",32.1,22,true
Xilence XPF120X.B.PWM,,120,Black,"500,1800",63.41,"22,24",true
Antec Neo Prizm T3,,140,Black,"600,1500","31.19,80.52","10.52,30.4",true
TEAMGROUP T-FORCE RT-S120,,120,Black,"600,2000","53.4,72.2","33.8,36.8",true
SilentiumPC Sigma Pro,,120,Black,1200,,,false
SilentiumPC Fluctus ARGB,,120,Black,,,,true
Thermaltake TOUGHFAN EX 3-Pack,,140,White,"500,2000",94.43,35.3,true
Silverstone Air Penetrator,23.46,120,Clear,1500,35.36,22.4,false
Silverstone FM,18.98,120,White / Silver,"800,2400",110.03,"17,39.5",false
SilenX Effizio,18.28,80,Clear,1700,32,15,false
StarTech FANBOX,11.99,92,Black,2200,39.35,26,false
Corsair AF140 (2018),,140,Black / White,1150,62,26,false
Enermax SquA RGB 3-Pack,81.15,120,White,"300,1500","24.53,68.27","12,23",true
Scythe Kaze Flex RGB,20.59,92,Black,"300,2300","6.75,48.88","7.3,28.83",true
Thermaltake TOUGHFAN,,120,Green,"500,2000",58.35,22.3,true
Scythe Kaze Flex II,15.95,120,Black,"300,1500","16.9,67.62","4,28.6",true
Scythe Kaze Flex II Slim,16.95,120,Black,"300,1200","8.16,32","2.58,21.3",true
KOLINK UMBRA X,,120,Black,"600,1600",61,24,true
NZXT Air Flow,,140,Clear,1000,83.6,24.5,false
Aerocool Shark,,140,Blue,"800,1500","50,96.5","14.5,29.6",false
NoiseBlocker BlackSilentPro P-2,24.06,40,Black,3800,5.3,18,false
Corsair SP140,,140,Black / Purple,1440,49.49,29.3,false
Thermaltake Luna Slim,13.99,120,Black / White,1400,27.53,24,false
Thermaltake Riing,59.41,120,Black / Yellow,"1000,1500",40.6,"18.7,24.6",false
Scythe Slipstream,10.99,120,Black,500,4.5,7.5,false
Apevia C,8.99,120,Black / Red,1500,57.67,24.7,false
Evercool EC4010TH12BP,10.95,40,Black,"2000,6500",,26,false
Corsair AF140 (2018) 2-Pack,,140,Black / White,1150,62,26,false
ARCTIC P12,,120,White / Translucent White,"200,1800",56.3,22.5,true
Fractal Design Prisma SL,,120,Black / White,1200,50.63,19.5,false
RAIJINTEK IRIS 12 RBW ADD-3 3-Pack,59.44,120,White / Black,"400,1800",35.8,28,true
Thermaltake TOUGHFAN,21.21,120,Turquoise,"500,2000",58.35,22.3,true
ARCTIC P PST 3-Pack,,140,Black / Transparent,,68.9,"0,68.9",true
ARCTIC F PST CO,,140,Black,"200,1350",74,,true
KOLINK UMBRA VOID,,120,Black,1500,41,19.6,true
Valkyrie V12,17.98,120,Black,"700,1850",75,34,true
ENDORFY Fluctus,20.65,140,Black,"250,1800",,,true
Antec Neo Prizm T3,,120,Black,"600,2000","19.24,69.86","9.73,31.62",true
SilentiumPC Corona HP RGB,,120,Black,1500,,,false
Corsair AF120 Performance,,120,Black,1650,63.47,30,false
BitFenix Spectre Pro,,200,White,900,148.72,27.5,false
BitFenix Spectre Pro,,200,Clear,900,148.72,27.5,false
NZXT FS,,193,Black / White,800,89.5,20,false
NZXT Air Flow,,140,White,1000,83.6,24.5,false
Prolimatech Vortex,18.98,120,Clear,"1200,1600",72.67,29.1,false
Rosewill Hyperborea,,140,Black,"600,1300",89.55,"12.5,22.19",true
Antec True Quiet,,120,Yellow / Gray,"600,1000","21.5,35.79","8.9,19.89",false
Apevia CF20SL-UBL,,200,Blue,800,125,20,false
Apevia CF8SL-BGN,,80,Green,1500,17.21,20,false
Silverstone Air Penetrator,,120,Clear,1500,35.36,22.4,false
Silverstone Air Penetrator,23.78,120,Clear,1500,35.36,22.4,false
Xigmatek eXTREME OCTAGON,,120,White,1400,50,14,false
ARCTIC F12 Pro,,120,White / Black,1350,57,,false
ARCTIC F9,,92,White / Black,1800,43,,false
Cougar Turbine,,120,Black,1200,60.4,17.7,false
Enermax T.B. Silence,,120,Clear,"500,1500","26.51,71.25",8,true
Enermax T.B. Silence,,120,Clear,1200,53.02,14,false
Logisys CF120BL,,120,Clear,"1800,2000",69.15,39.29,false
Logisys CF140BL,,140,Clear,1100,52.15,19.5,false
Zalman SF3,,120,White,1500,,23,false
Xigmatek Crystal,,80,Clear,2200,32.6,25,false
SilenX Effizio,19.73,92,Yellow,1300,32,12,false
SilenX Ixtrema Pro,,40,Black,3500,5,14,false
SilenX Effizio,20.92,120,Red,1400,74,15,false
StarTech FAN12025PWM,11.99,120,Black,"800,2200","33.2,78.41","17.2,39",false
Silverstone FN,18.77,120,Clear,1200,58.47,25.15,false
Vantec Stealth,7.5,80,Black,2050,27,21,false
Vantec Tornado,,92,Black,4800,119,56.4,false
Apevia CF12SL-BGN,,120,Green,1500,50.28,21.1,false
Apevia CF14SL-B4C,,140,Clear,1200,59.6,20.6,false
Apevia CF12SL-URED,,120,Red,1500,57.67,24.7,false
Cooler Master SAF-B83-E1,,80,Black,2500,29.07,26,false
Cougar Vortex,,140,Black,"700,1200","55.5,70.5","16.4,19.2",false
Xigmatek Crystal,,80,Clear,2200,32.6,25,false
Thermaltake Blue-Eye,,120,Clear,"1300,2500",97.5,"24.6,38.79",false
Masscool 9025B1M3/4,,70,Black,2500,45.43,34,false
Evercool FAN-ALED8025B2,,80,Black,2500,32.4,12,false
Delta Electronics FFB1212EH-F00,,120,Black,4000,150.33,56.4,false
Delta Electronics FFB0912SH-F00,,92,Black,4100,90.02,50,false
NZXT FN,,120,White,1300,47.27,25.35,false
NoiseBlocker ELoop B,,120,White,1300,51.14,17,false
NoiseBlocker Multiframe,,120,Translucent Gray,1800,72.98,27,false
NoiseBlocker Multiframe,,120,Translucent Gray,750,34.13,8,false
BitFenix Spectre Pro,,230,Clear,900,156.27,25.6,false
Cooler Master R4-L4S-10AB-GP,,140,Clear,1000,60.9,16,false
Cooler Master R4-C2R-20AC-GP,,120,Black,2000,69,19,false
Masscool FD12038S1M3/4,,120,Black,2700,107.54,41.51,false
Nexus DF1209SL-3PWM,9.94,92,Clear,2500,43.5,15.8,true
Rosewill RFA-120-BL,,120,Blue,2000,74.48,29.28,false
Rosewill RFA-120-WL,,120,Clear,2000,74.48,29.28,false
Rosewill RFA-120-K,,120,Black,2000,74.48,29.28,false
Xigmatek Crystal,,120,Clear,1500,68.33,20,false
Xigmatek Crystal,,140,Clear,1000,60.46,16,false
Xigmatek Crystal,,140,Clear,1000,60.46,16,false
Xion Alphawing,,140,Translucent Black,1000,59.6,"18.6,23.3",false
NZXT FZ,,200,Transparent,700,103,20,false
NZXT FZ,,200,Transparent,700,103,20,false
NZXT FZ,,200,Transparent,700,103,20,false
NZXT FZ,,200,White,700,103,"20,25",false
Apevia CF12SL-SBL,,120,Blue,1500,50.28,21.1,false
BitFenix Spectre,,140,Black,1000,47.7,20,false
BitFenix Spectre Pro,,140,Black,1200,86.73,22.8,false
BitFenix Spectre Pro,,120,Black,"500,1800",70.52,26.1,true
Evercool Spider Filter,15.99,120,Red,2000,80,25,false
Evercool Spider Filter,28.99,80,Red,2500,32.5,20,false
Thermaltake Thunderblade,,120,Black / Orange,1500,66.55,"19,33.5",false
Thermaltake Blue-Eye,18.98,92,Transparent,"1300,2500",47,"18.6,28",false
Thermaltake DuraMax,15.98,92,Black,2850,48.7,37.6,false
Xion Alphawing,,120,Black,1200,51.02,"19.6,25.2",false
be quiet! Shadow Wings,,92,White,1800,"32.6,54.4",17.8,true
be quiet! Silent Wings 2,,92,Black,1800,"32.6,55.4",17.4,true
be quiet! Shadow Wings,,80,Black,1400,"14.8,23.8",8.4,false
NoiseBlocker ELoop B,35.61,120,Black / White,"400,1500",58.1,21.2,true
NZXT FX,,120,White,"1000,2600","35.79,96","22,36.5",false
NZXT FX,,140,Black / White,"800,2000","54,98.3","21,37",true
Phanteks F140SP,,140,Black / White,1200,82.1,19,false
Corsair AF140,,140,Black,1200,66.4,25.5,false
Thermalright TY,,140,Brown,"900,1300","28.3,73.6","17,21",true
ARCTIC F12 Pro,,120,White / Black,1500,54,,false
BitFenix Spectre Pro,,230,Black / Red,900,156.27,25.6,false
SHARKOON Shark Blade,,120,Black / Yellow,1000,33,19,false
Thermaltake Pure,,120,Black,,40.99,19.5,false
Aerocool DS,,120,Black / Gray,"1100,1500","62.5,81.5","14.8,23.1",false
Aerocool DS,,140,Black / Blue,"1100,1500","71.2,93.4","15.5,23.4",false
Aerocool DS,,140,Black / Red,"1100,1500","71.2,93.4","15.5,23.4",false
CRYORIG XT140,,140,Black,"700,1300",65,24,true
Rosewill RFTL-131409B,,140,Clear,,55.4,21,false
Thermaltake DuraMax,,80,Black,2900,38.2,31.3,false
Rosewill RFBF-131411,,140,Black,1200,48.7,23,false
Rosewill ROCF-13002,,120,Transparent,1200,38.2,22,false
Thermaltake Luna,,120,Black / Red,1200,50.44,20.7,false
Corsair SP120,,120,Black / Red,1650,57.24,26.4,false
Corsair SP120 2-Pack,,120,Black / Green,1650,57.24,26.4,false
Deepcool UF,,120,White / Blue,"500,1500",66.3,"17.6,27.8",true
Deepcool XFAN,,120,Clear,1300,44.71,26,false
Thermaltake Luna,,140,Black / Red,1000,60.55,21.8,false
Fractal Design Silent R2,,120,Black,1000,66,18.5,false
Thermaltake Pure,,140,Black,1000,67.02,20,false
Thermaltake Luna,,200,Black / Red,800,129.63,28.2,false
Thermaltake Pure,,140,Clear,1000,67.02,20,false
Antec 77095,,120,Transparent,1600,56,28,false
Phanteks F120MP,,120,Black / White,"500,1800",53.3,25,true
