name,price,style,switches,backlit,tenkeyless,connection_type,color
Keychron C3 Pro,,Standard,Keychron K Pro Brown,Red,false,Wired,Black / Red
Cherry STREAM,19.98,Slim,Cherry SX,,true,Wired,Black
Keychron K3 V2 Ultra-slim,99.99,Standard,Keychron Optical Red Low Profile (Hot-Swappable),RGB,true,"Wired, Wired, Bluetooth Wireless",Black / Gray
Razer Ornata V3 X,,Gaming,,RGB,false,Wired,Black
Logitech G815,199.99,Gaming,Logitech GL Tactile,RGB,false,Wired,White / Silver
Logitech G710,350,Gaming,Cherry MX Blue,White,false,Wired,Black / Blue
Logitech G513 Carbon,149.99,Gaming,GX Blue,RGB,false,Wired,Black
Keychron C1 Pro V1 Hotswap,79.98,Standard,Keychron K Pro Brown,RGB,true,Wired,Black / Gray
Corsair K70 CORE SE RGB w/Palmrest,109.99,Gaming,Corsair MLX Red Linear,RGB,false,Wired,White / Gray
Keychron C2 Pro V1 Hotswap,84,Standard,Keychron K Pro Red,RGB,false,Wired,Black / Gray
Corsair K70 RGB TKL CHAMPION SERIES,129.99,Gaming,Corsair OPX,RGB,true,Wired,Black
Razer BlackWidow V3 Pro,,Gaming,Razer Green,RGB,false,Wireless,Black
Logitech G713,114.99,Gaming,GX Brown,RGB,true,"Wired, Wired",White
Razer DeathStalker V2,199.99,Gaming,Razer Red Low-Profile Optical Linear,RGB,false,Wired,Black
Razer BlackWidow V3 Mini HyperSpeed - Phantom Edition,191.99,Gaming,Razer Yellow,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech PRO X,199,Gaming,Logitech GX Brown Tactile,RGB,true,"Wired, Wired, Wireless, Bluetooth Wireless",Pink
Patriot Viper V765,39.99,Gaming,Kailh BOX White,RGB,false,Wired,Silver / Black
Cooler Master CK721,69.98,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Gigabyte AORUS K1,,Gaming,Cherry MX Red,RGB,false,Wired,Black
Logitech Signature K650,49.99,Standard,,,false,"Wired, Wireless, Bluetooth Wireless",Black
GameMax Strike,,Gaming,Outemu Red,Multicolor,false,Wired,Black
HP USB Keyboard,13.8,Standard,,,false,Wired,Black
Keychron K4 V2,99.99,Standard,Gateron G Pro Red,RGB,false,"Wired, Bluetooth Wireless",Black / Gray
Asus ROG Strix Scope,109.99,Gaming,Cherry MX Brown RGB,RGB,true,Wired,
Corsair K70 RGB MK.2,,Gaming,Cherry MX Red,RGB,false,Wired,Black
Asus ROG CLAYMORE II,,Gaming,ROG RX Red Optical,RGB,false,Wireless,Black
Cooler Master SK650,62.49,Gaming,Cherry MX Low Profile Red,RGB,false,Wired,Black
Adesso AKB-111UB,17.29,Mini,,,true,Wired,Black
ROCCAT Vulcan TKL,69.98,Gaming,Roccat Titan Red,RGB,true,Wired,Black
Corsair K70 RGB PRO,179.99,Gaming,Corsair OPX,RGB,false,Wired,Black
Razer BlackWidow Elite,239.95,Gaming,Razer Yellow,RGB,false,Wired,Black
Adesso Antimicrobial Waterproof Flex Keyboard,17.98,Mini,,,false,Wired,Black
Asus ROG Strix Flare II,179.99,Gaming,ROG NX Red,RGB,false,Wired,Black
ROCCAT Vulcan 121 Aimo RGB,,Gaming,Roccat Titan Brown,RGB,false,Wired,Black
Keychron K5 Pro,104.99,Gaming,Gateron Low-Profile Brown,White,false,"Wired, Bluetooth Wireless",White
SteelSeries Apex 3,,Gaming,,RGB,true,Wired,Black
MSI VIGOR GK50 LOW PROFILE,93,Gaming,Kailh Blue Low Profile,RGB,false,Wired,Silver / Black
HP 230,18.98,Standard,,,false,"Wired, Wireless",Black
Logitech G512 CARBON,99.99,Gaming,Kailh GX Blue,RGB,false,Wired,Black
Logitech MX Mechanical Mini,118.99,Slim,Kailh Choc V2 Blue,White,true,Wireless,
Corsair K70 RGB RAPIDFIRE,,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Black
Razer BlackWidow Elite,,Gaming,Razer Green,RGB,false,Wired,Black
SteelSeries Apex Pro TKL (2023),,Gaming,SteelSeries OmniPoint 2.0,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Razer Huntsman V2,95.99,Gaming,Razer Purple Optical Clicky,RGB,true,Wired,Black
Corsair K65 PRO MINI,99.99,Gaming,Corsair OPX,RGB,true,,Black
AZIO KB512,19.98,Gaming,,Multicolor,false,Wired,Black
Logitech G915 Lightspeed,,Gaming,Logitech GL Tactile,RGB,false,"Wireless, Bluetooth Wireless",Black
Alienware AW510K Lunar Light,109.99,Gaming,Cherry MX Low Profile Red,RGB,false,Wired,Silver / Black
CyberPowerPC Skorpion K2,82.99,Gaming,CP Kontact Blue,RGB,false,Wired,Black
Tecware Phantom RGB,45.99,Gaming,Outemu Brown,RGB,true,Wired,Black
ROCCAT Pyro,34.99,Gaming,TTC Red,RGB,false,Wired,Black
Asus ROG Strix Flare (Cherry MX Red),,Gaming,Cherry MX Red,RGB,false,Wired,Black
ROCCAT VULCAN 120 AIMO,138.61,Gaming,Roccat Titan Brown,RGB,false,Wired,Black
Redragon K596 Vishnu,,Gaming,Outemu Red,RGB,true,Wireless,Black
Ducky ONE 3,,Gaming,Cherry MX Red RGB,RGB,false,Wired,White
Razer BlackWidow Chroma V2,,Gaming,Razer Green,RGB,false,Wired,Black
Keychron K8 Aluminum Frame,,Standard,Gateron G Pro Brown Hot-swappable,,true,"Wired, Bluetooth Wireless",Black / Gray
Mad Catz The Authentic S.T.R.I.K.E. 4,109.98,Gaming,Cherry MX Red,Multicolor,false,Wired,Black / Silver
Patriot Viper V770,49.99,Gaming,Kailh Red,RGB,false,Wired,Black
Ducky One 3 Matcha,109,Standard,Cherry MX Brown,,true,Wired,Beige / Green
EVGA Z15,109.82,Gaming,Kailh Silver Speed,RGB,false,Wired,Black
Razer BlackWidow Tournament Edition Chroma V2,139.99,Gaming,Razer Green,RGB,true,Wired,Black
Rosewill NEON K54,29.99,Gaming,,RGB,false,Wired,Black
NZXT Function Tenkeyless,151.98,Gaming,Gateron Red,RGB,true,Wired,Black
Ducky One 3 Matcha,,Standard,Cherry MX Silent Red,,true,Wired,Beige / Green
Akko 5087S Shine-Through,,Standard,Akko CS Jelly Pink Linear,RGB,true,Wired,Black
Razer BlackWidow V3,159,Gaming,Razer Yellow,RGB,false,Wired,Black
Logitech K400,39.99,Slim,,,true,Wireless,Black
Logitech MX KEYS S,187.98,Slim,,White,false,"Wired, Wired, Wireless, Bluetooth Wireless",Black
Razer Huntsman Gears of War 5 Edition,249.99,Gaming,Razer Purple Optical Clicky,RGB,false,Wired,Gray / Black
Logitech G Pro League of Legends,88,Gaming,GX Brown,RGB,true,Wired,Blue / Black
GameMax Pulse,,Gaming,,Multicolor,false,Wired,Black
Rii RK105,,Gaming,,RGB,false,Wired,Black
Alienware AW510K Dark side of the moon,126.99,Gaming,Cherry MX Low Profile Red,RGB,false,Wired,Black / Silver
Asus ROG Strix Flare (Cherry MX Brown),,Gaming,Cherry MX Brown,RGB,false,Wired,Black
Dell KB212-B,52.25,Standard,,,false,Wired,Black
Keychron K3 Pro,119.99,Standard,Gateron Low-Profile Red (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black
NZXT Function 2,109.99,Gaming,NZXT Swift Optical 40g,RGB,true,"Wired, Wired",Black
Das Keyboard 4 Professional,179,Standard,Cherry MX Brown,,false,Wired,Black / Red
Asus ROG Strix Scope RX EVA-02 Edition,259.99,Gaming,ROG RX Blue Optical,RGB,false,Wired,Red / Black
HP HyperX Alloy Core,,Gaming,,RGB,false,Wired,Black
Razer Tartarus Pro,129.99,Ergonomic,Razer Red Optical Linear,RGB,true,Wired,White / Gray
Corsair K70 RGB TKL CHAMPION SERIES,,Gaming,Cherry MX Red,RGB,true,Wired,Black
Keychron C2 Pro V1 Hotswap,84,Standard,Keychron K Pro Brown,RGB,false,Wired,Black / Gray
Corsair K55 + HARPOON RGB,149.99,Gaming,,RGB,false,Wired,Black
Microsoft Sculpt Ergonomic Keyboard For Business,299.95,Ergonomic,,,false,Wireless,Black
Corsair K70,224.99,Gaming,Cherry MX Blue,Red,false,Wired,Black
Redragon K552-RGB,,Gaming,Outemu Blue,RGB,true,Wired,Black
Logitech Corded Keyboard K280e,,Standard,,,false,Wired,Black
Logitech MX KEYS MINI,97.72,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Gray
Keychron Q6,,Gaming,Gateron G Pro Brown,RGB,false,Wired,Blue
Logitech G713,138.63,Gaming,GX Red,RGB,true,"Wired, Wired",White
NZXT Function 2,134.99,Gaming,NZXT Swift Optical 40g,RGB,false,"Wired, Wired",White
Das Keyboard 6 Professional,199,Standard,Cherry MX Blue,White,false,Wired,Black
Logitech G512 CARBON,,Gaming,GX Red,RGB,false,Wired,Black
Corsair STRAFE RGB,,Gaming,Cherry MX Red,RGB,false,Wired,Black
Cherry JK-0800,22.35,Standard,,,false,Wired,Black
Logitech MK320,29.99,Standard,,,false,Wireless,Black
SIIG JK-WR0T12-S1,16.88,Standard,,,false,Wireless,Black
Drevo BladeMaster TE RGB,,Gaming,Gateron Blue,RGB,true,Wired,Black
Logitech MX KEYS S,109.99,Standard,,,false,"Wired, Wireless, Bluetooth Wireless",White
Keychron K2 Hot-swappable,,Gaming,Gateron Brown,White,true,Wireless,Black / White
Razer BlackWidow V3 Mini HyperSpeed - Phantom Edition,169.9,Gaming,Razer Green,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Corsair K65 RGB MINI,,Mini,Cherry MX Red,RGB,true,Wired,White
HP QY776AA,89.42,Standard,,,false,Wired,Black
Logitech ERGO K860,129.99,Ergonomic,,,false,"Wired, Wireless, Bluetooth Wireless",
RK Royal Kludge RK71,,Gaming,RK Brown,RGB,true,Bluetooth Wireless,Black
Asus TUF Gaming Combo K1 & M3,,Gaming,,RGB,false,Wired,Gunmetal
Cooler Master CK720 US,78.19,Gaming,Kailh Box Red V2,RGB,true,Wired,Silver / White
Dell KM5221W,34.35,Standard,,,false,"Wired, Wireless",Black
Logitech G413 SE,,Gaming,Kailh LT Brown,White,true,Wired,Black
Keychron V1 Max,,Mini,Gateron Jupiter Brown,,true,"Wired, Wired, Wireless, Bluetooth Wireless",Black / Blue
Tecware Phantom RGB,45.99,Gaming,Outemu Blue,RGB,true,Wired,Black
Dell KM7321W,70.9,Standard,,,false,"Wired, Wireless",Black / Gray
SteelSeries Apex 7,139.99,Gaming,SteelSeries QX2 Brown,RGB,false,Wired,Black
Logitech G413 SE,,Gaming,Kailh LT Brown,White,true,Wired,Black
Ducky One 2 Mini,,Standard,Cherry MX Red,RGB,true,Wired,White / Black
Razer BlackWidow Chroma,,Gaming,Razer Green,RGB,false,Wired,Black
RK Royal Kludge RK71,,Gaming,RK Brown,RGB,true,Bluetooth Wireless,White
Redragon K615 Elise,,Mini,Outemu Blue Low Profile,RGB,true,Wired,Black
Logitech MX Keys Gen 2,199.99,Slim,,,false,"Wired, Wired, Wireless, Bluetooth Wireless",
Corsair K55 CORE RGB,,Gaming,,RGB,false,Wired,Black
HP 330,24.99,Standard,,,false,"Wired, Wireless",Black
Cooler Master CK721,79.98,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
V7 KU200US,28.57,Standard,,,false,Wired,Black
Keychron K2 Plastic,,Standard,Gateron G Pro Blue,White,true,Wireless,Black / Gray
Inland ProHT,39.46,Gaming,Outemu Blue,Multicolor,false,,Black
Logitech MK295 Silent,,Standard,,,false,"Wired, Wireless",Black
Logitech MX KEYS S,92.42,Standard,,,false,"Wired, Wireless, Bluetooth Wireless",Gray
Logitech G413 SE,,Gaming,Kailh LT Brown,White,false,Wired,Black
IQUNIX OG80 Wormhole,149.97,Gaming,Cherry MX Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Green
Logitech Wireless Combo MK260,97.93,Standard,,,false,Wireless,Black
Corsair K70 CORE w/Palmrest,,Gaming,Corsair MLX Red Linear,RGB,false,Wired,Black
Logitech K120,16.98,Standard,,,false,Wired,Black
Ducky One 2 Mini,,Standard,Cherry MX Speed Silver,RGB,true,Wired,White / Black
Logitech MX Mechanical Mini,129.99,Slim,Kailh Choc V2 Red,White,true,Wireless,
Asus ROG Strix Scope,119.99,Gaming,ROG NX Red,RGB,true,Wired,Black
Redragon K550-W RGB Yama,,Gaming,Outemu Purple,RGB,false,Wired,White
Thermaltake ARGENT K6,199.99,Gaming,Cherry MX Low Profile Red,RGB,false,Wired,
Cooler Master SK622,100.64,Gaming,TTC Red Low Profile,RGB,true,"Wired, Bluetooth Wireless",Black
SteelSeries Apex 7 TKL,108.99,Gaming,SteelSeries QX2 Blue,RGB,true,Wired,Black
Logitech K780,59.99,Slim,,,false,Wireless,Black
Razer BlackWidow V3 Mini HyperSpeed,154,Gaming,Razer Yellow,RGB,true,Wireless,Black
EagleTec KG011-N,36.99,Standard,Outemu Blue,,false,Wired,White
ROCCAT Vulcan Pro,117.55,Gaming,Roccat Titan Red,RGB,false,Wired,Black
SteelSeries Apex 3,,Gaming,,RGB,true,Wired,Black
Redragon K585 DITI,36.99,Gaming,Outemu Blue,RGB,false,Wired,Black
HP 320K,13.99,Standard,,,false,Wired,Black
Logitech MK540 Advanced,37.95,Standard,,,false,"Wired, Wireless",Black
Corsair K65 RGB MINI,,Mini,Cherry MX Red,RGB,true,Wired,Black
Logitech G715,,Gaming,GX Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
SteelSeries Apex Pro Mini Wireless,,Gaming,SteelSeries OmniPoint 2.0,RGB,true,"Wireless, Bluetooth Wireless",Black
Logitech Signature K650,49.99,Standard,,,false,"Wired, Wireless, Bluetooth Wireless",White
Corsair STRAFE,,Gaming,Cherry MX Red,Red,false,Wired,Black
EVGA Z20,109,Gaming,LK Light Strike Clicky,RGB,false,Wired,Black
SteelSeries Apex Pro TKL (2023),,Gaming,SteelSeries OmniPoint 2.0,RGB,true,Wired,Black
YEYIAN Asward 3000,54.99,Gaming,Outemu Red,RGB,false,Wired,Black
Razer Ornata,79.25,Gaming,,Green,false,Wired,Black
Logitech Pedbble Keys 2 K380S,32,Standard,,,true,Bluetooth Wireless,Black
Logitech K360,24.99,Mini,,,false,Wireless,Black
Keychron K2 V2 Aluminum,99.99,Standard,Gateron G Pro Blue,RGB,true,Wireless,Black / Gray
Keychron K2 Plastic,79.98,Standard,Gateron G Pro Brown,White,true,Wireless,Black / Gray
Keychron K5 Pro,114.99,Gaming,Gateron Low-Profile Red,RGB,false,"Wired, Bluetooth Wireless",White
Keychron K3 V2 Ultra-slim,83.99,Standard,Gateron Low-Profile Brown,White,true,"Wired, Wired, Bluetooth Wireless",Black / Gray
Redragon K561 VISNU,,Gaming,Outemu Blue,RGB,true,Wired,Black
Logitech MK520,50.01,Ergonomic,,,false,Wireless,Black
HP HyperX Alloy FPS Pro,,Gaming,Cherry MX Red,Red,true,Wired,Black
Ducky One 2 Mini,,Standard,Cherry MX Silent,RGB,true,Wired,White / Black
HAVIT HV-KB395L,,Gaming,Kailh Blue,RGB,false,Wired,Black
DROP MDX-31827-8,314.14,Gaming,Kailh Halo Clear,RGB,true,"Wired, Wired",Black
Cherry MX 10.0N,117.22,Slim,Cherry MX Low Profile Speed Silver,RGB,false,Wired,Black
SteelSeries 68095,44.87,Gaming,,,false,Wired,Black
Cooler Master SK630,54.08,Gaming,Cherry MX Low Profile Red,RGB,true,Wired,White / Silver
Keychron K5 Pro,104.99,Gaming,Gateron Low-Profile Blue,White,false,"Wired, Bluetooth Wireless",White
Corsair K55 CORE RGB,39.97,Gaming,,RGB,false,Wired,Gray / Black
Logitech MK540 Advanced,,Standard,,,false,"Wired, Wireless",Black
Verbatim 99793,15.99,Slim,,,false,Wireless,Black
Verbatim 98111,19.2,Standard,,,false,Wired,Black
HP OMEN 1100,92,Gaming,Greetech Blue,Red,false,Wired,Black / Red
Corsair K70 RGB PRO,,Gaming,Corsair OPX,RGB,false,Wired,White
Corsair K95 RGB PLATINUM,,Gaming,Cherry MX Brown,RGB,false,Wired,Black
Logitech MX KEYS MINI,71.09,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Silver
ROCCAT Vulcan TKL Pro,193.39,Gaming,Roccat Titan Optical,RGB,true,Wired,White / Silver
Razer Huntsman V3 Pro,,Gaming,Razer Analog Optical Switch Gen-2,RGB,false,Wired,Black
Ducky ONE 3,,Gaming,Cherry MX Silent Red RGB,RGB,false,Wired,Black
HP HyperX Alloy Origins,119,Gaming,HyperX Blue,RGB,false,Wired,Black
NZXT Function,179,Gaming,Gateron Red,RGB,false,Wired,White / Black
Keychron C1 Pro V1,69.98,Standard,Keychron K Pro Brown,RGB,true,Wired,Black / Gray
Asus ROG Falchion,149.99,Gaming,ROG NX Blue,RGB,true,"Wired, Wireless",Black
HP 230,24.99,Standard,,,false,"Wired, Wireless",Black
Logitech K830,386.67,Slim,,White,true,Wireless,Black
Corsair K63 (MX Red w/Blue LED),,Gaming,Cherry MX Red,Blue,true,Wireless,
FNATIC miniSTREAK RGB,299,Gaming,Cherry MX Silent Red,RGB,true,Wired,Black
ROCCAT Vulcan TKL,99.99,Gaming,Roccat Titan Brown,RGB,true,Wired,Black
Thermaltake W1,109.99,Standard,Cherry MX Red,,false,"Wired, Wireless, Bluetooth Wireless",Black
Logitech Pebble 2,48.78,Standard,,,true,"Wired, Wireless, Bluetooth Wireless",Pink
ENDORFY Thock,,Gaming,Kailh Red,RGB,true,Wired,Black
Ducky Ducky One 2 SF RGB,,Gaming,Cherry MX Blue,RGB,true,Wired,Black
Logitech Wave Keys,59.99,Ergonomic,,,false,"Wired, Wireless",Black
Razer Battlefield 4 BlackWidow Ultimate,295,Gaming,Cherry MX Blue,Orange,false,Wired,Black
Cobra Polygon,,Gaming,,,false,Wired,Black / Blue
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
WASD CODE,,Standard,Cherry MX Clear,White,true,Wired,Black
Wooting Two HE,,Gaming,Lekker linear60,RGB,false,Wired,Black
Keychron Q1 Pro,,Standard,Keychron K Pro Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Qisan Magicforce,62.99,Mini,Gateron Brown,White,true,Wired,Black
Logitech G413 SE,,Gaming,Kailh LT Brown,White,true,Wired,Black
Keychron K2 V2 Aluminum,,Standard,Gateron G Pro Red,RGB,true,Wireless,Black / Gray
Corsair K55 CORE RGB,,Gaming,,RGB,false,Wired,Black
Microsoft Desktop 850,58.99,Standard,,,false,Wireless,Black
Razer BlackWidow V3 - Halo Infinite,151.46,Gaming,Razer Green,RGB,false,Wired,Green / Black
HP 631341-B21,28.38,Standard,,,false,Wired,Black
Cooler Master SK653,154.99,Gaming,TTC Red Low Profile,RGB,false,Bluetooth Wireless,Gray / Black
Logitech G105,209.99,Gaming,,Blue,false,Wired,Black
Deepcool KG722,,Gaming,Gateron Red,RGB,true,Wired,Black
SteelSeries Apex Pro Mini,,Gaming,SteelSeries OmniPoint 2.0,RGB,true,Wired,Black
Lenovo 300,23.99,Standard,,,false,"Wired, Wireless",Black
Cooler Master CM Storm Devastator Gaming Bundle,,Gaming,,Blue,false,Wired,Black
Corsair STRAFE RGB MK.2,,Gaming,Cherry MX Silent,RGB,false,Wired,
Cooler Master MK730,219.16,Gaming,Cherry MX Red,RGB,true,Wired,Black
Logitech Signature MK650,69.98,Standard,,,false,"Wired, Wireless, Bluetooth Wireless",Black
Logitech MK470,40.98,Slim,,,false,"Wired, Wireless",Pink / White
Microsoft PL2 Wedge Mobile Keyboard,299.99,Mini,,,true,Bluetooth Wireless,Black
Redragon K550 RGB YAMA,,Gaming,Outemu Purple,RGB,false,Wired,Black
Razer TURRET FOR XBOX ONE,,Gaming,Razer Green,RGB,true,Wireless,Black
Akko 5087S Shine-Through,,Standard,Akko CS Jelly Purple Tactile,RGB,true,Wired,White
Keychron C3 Pro,,Standard,Keychron K Pro Red,Red,false,Wired,Black / Red
Ducky ONE 3 AURA,,Gaming,Cherry MX Speed Silver RGB,RGB,false,Wired,Black
Logitech Pebble 2,49.99,Standard,,,true,"Wired, Wireless, Bluetooth Wireless",Black
NZXT Function MiniTKL,109.93,Gaming,Gateron Red,RGB,true,Wired,White / Black
Logitech K845,59.99,Standard,TTC Blue,White,false,Wired,Black
Cooler Master SK622,,Gaming,TTC Blue Low Profile,RGB,true,"Wired, Bluetooth Wireless",Black
Ducky Ducky One 2 SF RGB,,Gaming,Cherry MX Brown,RGB,true,Wired,Black
Cooler Master SK622,44.75,Gaming,TTC Brown Low Profile,RGB,true,"Wired, Bluetooth Wireless",White / Silver
Kensington K72357US,28.96,Slim,,,false,Wired,Black
Thermaltake W1,109.99,Standard,Cherry MX Blue,,false,"Wired, Wireless, Bluetooth Wireless",Black
Adesso WKB-1000BB,,Mini,,,true,Bluetooth Wireless,Black
Razer Pro Type Ultra - UK,,Standard,Razer Yellow,White,false,"Wired, Wireless, Bluetooth Wireless",White / Gray
Cooler Master Devastator 3 (2022),,Gaming,,RGB,false,Wired,Black
IQUNIX ZX75 Gravity Wave,199.99,Gaming,TTC Speed Silver,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Yellow
A4Tech Bloody Gaming B975,125.99,Gaming,LK Light Strike Libra,RGB,false,Wired,Black / Red
Keychron K13 Pro,119.99,Standard,Gateron Low-Profile Red,RGB,true,"Wired, Bluetooth Wireless",Black / Red
NZXT Function 2,124.12,Gaming,NZXT Swift Optical 40g,RGB,false,"Wired, Wired",Black
Logitech K310,170.59,Standard,,,false,Wired,Black
Logitech G910 Orion Spark,,Gaming,Romer-G Tactile,RGB,false,Wired,Black
Logitech G715,,Gaming,GX Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Logitech MK470,41.59,Slim,,,false,"Wired, Wireless",White / Gray
Razer Huntsman,,Gaming,Razer Purple,RGB,false,Wired,Black
Ducky One 2 Mini,,Standard,Cherry MX Blue,RGB,true,Wired,White / Black
Unicomp Ultra Classic Black,,Standard,Unicomp Buckling Spring,,false,Wired,Black / White
G.Skill KM360,,Standard,Cherry MX Red,White,true,Wired,Black
Ducky ONE 3,,Gaming,Cherry MX Brown RGB,RGB,false,Wired,White
Keychron K3 Pro,,Standard,Gateron Low-Profile Brown (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black
Keychron K3 V2 Ultra-slim,84.99,Standard,Keychron Optical Red Low Profile (Hot-Swappable),RGB,true,"Wired, Wired, Bluetooth Wireless",Black / Gray
Asus ROG Strix Scope Deluxe,139.99,Gaming,ROG NX Red,RGB,true,Wired,Black
Redragon K598-KNS,46.99,Gaming,Outemu Brown,RGB,true,"Wired, Wired, Wireless",Black
Adesso AKB-137CB,34.61,Gaming,,RGB,false,Wired,Black
Razer BlackWidow V4 Pro,,Gaming,Razer Green,RGB,false,Wired,Black
Rosewill BLITZ K50 RGB,46.98,Gaming,Outemu Brown,RGB,false,Wired,Black / Silver
iKBC CD87 V2,76.98,Standard,Cherry MX Clear,,true,Wired,Black
Perixx PERIDUO-707W PLUS,29.99,Standard,,,true,Wireless,White
GAMDIAS HERMES E3,34.99,Gaming,Outemu Blue,RGB,true,Wired,Black
Das Keyboard 4 root,119.99,Gaming,Cherry MX Blue,,false,Wired,Black
Keychron K5 Pro,114.99,Gaming,Gateron Low-Profile Brown,RGB,false,"Wired, Bluetooth Wireless",White
IQUNIX ZX75 Dark Side,199.99,Gaming,TTC Speed Silver,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Das Keyboard Prime 13,129,Standard,Cherry MX Brown,White,false,Wired,Black
Lenovo Legion K200,,Gaming,,Multicolor,false,Wired,Black / Silver
HP HyperX Alloy Origins,,Gaming,HyperX Red,RGB,false,Wired,Black
Ducky ONE 3,164,Gaming,Cherry MX Speed Silver RGB,RGB,false,Wired,Gray / White
IQUNIX F97 Hitchhiker,249.99,Gaming,TTC Speed Silver,,false,"Wired, Wireless, Bluetooth Wireless",White / Gray
AZIO MK RETRO,97.42,Standard,Kailh Blue,,false,Wired,Black / Silver
Redragon K582-BA,,Standard,Outemu Red,RGB,false,Wired,Black
Logitech MX Mechanical,154,Slim,Kailh Choc V2 Red,White,false,Wireless,
Keychron Q1 Pro,,Standard,Keychron K Pro Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / Gray
IQUNIX F97 Graffiti Diary,209.99,Gaming,TTC Speed Silver,RGB,false,"Wired, Wireless, Bluetooth Wireless",White / Multicolor
Keychron K2 Plastic,,Standard,Gateron G Pro Red,White,true,Wireless,Black / Gray
Keychron V6 QMK Knob,,Standard,Keychron K Pro Brown,,false,"Wired, Wired",Black
SteelSeries Apex Pro Mini Wireless,,Gaming,SteelSeries OmniPoint 2.0,RGB,true,"Wireless, Bluetooth Wireless",Black
SteelSeries Apex Pro Mini Wireless,,Gaming,SteelSeries OmniPoint 2.0,RGB,true,"Wireless, Bluetooth Wireless",Black
Logitech Wave Keys MK670,70,Ergonomic,,,false,"Wired, Wireless, Bluetooth Wireless",Black
MSI Vigor GK50 Elite,,Gaming,Kailh Red,RGB,true,Wired,Black
Razer BlackWidow,,Gaming,Cherry MX Blue,,false,Wired,Black
Corsair Vengeance K90,,Gaming,Cherry MX Red,Blue,false,Wired,Black / Gray
Razer DeathStalker Chroma,,Gaming,,RGB,false,Wired,Black
Wooting One,,Gaming,Flaretech Blue,RGB,true,Wired,Black
Logitech G Pro X,,Gaming,Logitech GX Blue Clicky,RGB,true,Wired,Black
DROP MDX-31827-10,200,Gaming,Kailh BOX White,RGB,true,"Wired, Wired",Black
Ducky ONE 3,,Gaming,Cherry MX Speed Silver RGB,RGB,false,Wired,White
