name,price,screen_size,resolution,refresh_rate,response_time,panel_type,aspect_ratio
Dell UltraSharp U2724D,384.99,27,"2560,1440",120,,IPS,16:9
Asus VG32VQ1B,269,31.5,"2560,1440",165,,VA,16:9
MSI Optix MAG274QRF,299,27,"2560,1440",165,1,IPS,16:9
Asus ProArt PA279CRV,492.26,27,"3840,2160",60,5,IPS,16:9
Dell S2716DG,369.99,27,"2560,1440",144,1,TN,16:9
BenQ ZOWIE XL2540K,,24.5,"1920,1080",240,,TN,16:9
LG 27GP750-B,226.99,27,"1920,1080",240,1,IPS,16:9
Samsung S19C200BR,67.62,19,"1280,1024",,5,TN,5:4
AOC 24G2SP,,23.8,"1920,1080",165,,IPS,16:9
Asus ROG Strix XG259CS,169,24.5,"1920,1080",180,1,IPS,16:9
AOC 27G4X,,27,"1920,1080",180,1,IPS,16:9
Sceptre E255B-1658A,190.97,24.5,"1920,1080",165,1,TN,16:9
Samsung ARK,1499.99,55,"3840,2160",165,1,VA,16:9
Titan Army P2510S,299.99,24.5,"2560,1440",240,1,IPS,16:9
MSI PRO MP253,104.99,24.5,"1920,1080",100,4,IPS,16:9
AOC Q27G2U/BK,,27,"2560,1440",144,,VA,16:9
Samsung Odyssey Neo G70NC,569.99,43,"3840,2160",144,,Mini LED VA,16:9
Acer KA220HQ bi,89,21.5,"1920,1080",,1,TN,16:9
ASRock Challenger CL27FFA,109.99,27,"1920,1080",120,,IPS,16:9
Samsung Odyssey G9 C49G97T,1609.99,48.8,"5120,1440",240,1,VA,32:9
Acer Nitro XV275K P3,538.09,27,"3840,2160",160,1,Mini LED IPS,16:9
Dell UltraSharp U4025QW,1547,39.7,"5120,2160",120,5,IPS,64:27
ViewSonic VX2418C,139.99,24,"1920,1080",165,5,VA,16:9
Gigabyte M27Q-P,,27,"2560,1440",170,1,IPS,16:9
AOC Q27G2S,,27,"2560,1440",165,,IPS,16:9
Gigabyte GS27Q X,,27,"2560,1440",250,,IPS,16:9
KTC H32S17,235.93,31.5,"2560,1440",165,3,VA,16:9
MSI Pro,129.99,27,"1920,1080",120,4,IPS,16:9
KOORUI GN10,,27,"2560,1440",240,1,Mini LED VA,16:9
Samsung CF398,199.99,27,"1920,1080",60,4,VA,16:9
LG 27GN950-B,797.99,27,"3840,2160",144,1,IPS,16:9
Asus ROG Strix XG27AQ-W,344.31,27,"2560,1440",170,1,IPS,16:9
MSI MAG27C6X,169.99,27,"1920,1080",250,4,VA,16:9
Acer Nitro KG251Q Z,211.33,24.5,"1920,1080",250,,VA,16:9
Asus ROG Swift OLED PG42UQ,,41.5,"3840,2160",138,0.1,OLED,16:9
AOC AGON AG246FK,,24.1,"1920,1080",540,0.5,TN,16:9
MSI Optix G271,,27,"1920,1080",144,,IPS,16:9
Acer Predator XB271HUA,,27,"2560,1440",165,1,TN,16:9
Asus ROG Strix XG27AQV,349,27,"2560,1440",170,1,IPS,16:9
Acer R240HY bidx,109,23.8,"1920,1080",60,4,IPS,16:9
MSI MAG 321CUP,389.99,31.5,"3840,2160",160,,VA,16:9
LG 32GP850-B,599.99,32,"2560,1440",165,1,IPS,16:9
Lenovo Legion Y25-25,288.98,24.5,"1920,1080",240,,IPS,16:9
Samsung Odyssey G32A,199.99,32,"1920,1080",165,,VA,16:9
Acer EI322QUR Pbmiippx,349.99,31.5,"2560,1440",165,,VA,16:9
Asus TUF Gaming VG249Q1A,177.85,23.8,"1920,1080",165,,IPS,16:9
MSI G274QPF,,27,"2560,1440",170,1,IPS,16:9
LG 45GR65DC-B,729.46,45,"5120,1440",200,1,VA,32:9
Acer Nitro XV271U M3Bmiiprfx,,27,"2560,1440",180,1,IPS,16:9
MSI G27CQ4 E2,194.99,27,"2560,1440",170,,VA,16:9
AOC 24G2U/BK,,24,"1920,1080",144,,IPS,16:9
Sceptre C275W-1920RN,99.97,27,"1920,1080",75,8,VA,16:9
Samsung Odyssey G32A,245,27,"1920,1080",165,,VA,16:9
LG UltraGear ‎27GN650-B,299.99,27,"1920,1080",144,1,IPS,16:9
Samsung CF390,69.99,24,"1920,1080",,,VA,16:9
Dell G3223Q,,32,"3840,2160",144,1,IPS,16:9
LG 32GN600-B,248.43,31.5,"2560,1440",165,5,VA,16:9
Acer Nitro XF240Y M3biiph,,23.8,"1920,1080",180,,IPS,16:9
MSI G244F,,23.8,"1920,1080",170,1,IPS,16:9
LG 48GQ900-B,2467.15,47.5,"3840,2160",120,0.1,OLED,16:9
MSI G27C4 E3,258,27,"1920,1080",180,,VA,16:9
Samsung Odyssey G55A,259,27,"2560,1440",165,,VA,16:9
Gigabyte ‎M34WQ,,34,"3440,1440",144,,IPS,21:9
Philips Evnia 49M2C8900,,48.9,"5120,1440",240,0.03,QD-OLED,32:9
ViewEra V158HB,211.41,15,"1024,768",60,8,TN,4:3
Asus VG278Q,,27,"1920,1080",144,1,TN,16:9
Corsair XENEON 34WQHD240-C,899.99,34,"3440,1440",240,0.03,QD-OLED,21:9
Asus ROG Swift PG32UQXR,977.99,32,"3840,2160",160,1,IPS,16:9
Dell C1422H,349,14,"1920,1080",60,,IPS,16:9
Asus VA27DQF,114.45,27,"1920,1080",100,,IPS,16:9
Asus VG27VH1B,151.99,27,"1920,1080",165,,VA,16:9
LG UltraGear 45GS96QB-B,1699.99,44.5,"3440,1440",240,0.03,OLED,21:9
Philips Evnia 5000,,27,"1920,1080",280,1,VA,16:9
Gigabyte GS27FC,189.79,27,"1920,1080",180,,VA,16:9
Asus TUF Gaming VG32AQA1A,199.99,31.5,"2560,1440",170,,VA,16:9
MSI Optix G32CQ4 E2,249.95,31.5,"2560,1440",170,,VA,16:9
Cooler Master GA271,,27,"2560,1440",100,,VA,16:9
Samsung LC32G55TQWNXZA,289.99,32,"2560,1440",144,,,16:9
Acer V226HQL H,108,21.5,"1920,1080",100,4,VA,16:9
YEYIAN Avance,,27,"2560,1440",180,1,IPS,16:9
Asus ProArt Display PA27JCV,849,27,"5120,2880",60,5,IPS,16:9
MSI G255PF E2,124.99,24.5,"1920,1080",180,1,IPS,16:9
Asus VP228H,157.99,21.5,"1920,1080",60,1,TN,16:9
Acer Predator XB323QK V3bmiiphx,499.99,31.5,"3840,2160",160,1,IPS,16:9
Pixio PX278 Wave,199.99,27,"2560,1440",180,1,IPS,16:9
MSI MAG 276CXF,179.99,27,"1920,1080",280,0.5,VA,16:9
Asus VG245H,,24,"1920,1080",75,1,TN,16:9
Acer XV272U Pbmiiprzx,334.98,27,"2560,1440",144,1,IPS,16:9
Pixio PX248 Wave,119.99,23.8,"1920,1080",200,1,IPS,16:9
Asus ROG Strix XG259CMS,229,24.5,"1920,1080",310,1,IPS,16:9
LG 22MP410-B,96.95,21.5,"1920,1080",75,20,VA,16:9
LG 32GN650-B,309,31.5,"2560,1440",165,5,VA,16:9
LG 27GP950-B,749.99,27,"3840,2160",160,1,IPS,16:9
ViewSonic VX3276-4K-MHD,318.95,31.5,"3840,2160",60,3,VA,16:9
MSI Optix MAG241C,,23.6,"1920,1080",144,1,VA,16:9
Gigabyte ‎M32UC,579.99,31.5,"3840,2160",160,2,VA,16:9
KOORUI S01,,21.4,"1920,1080",100,4,VA,16:9
Asus PG279Q ROG Swift,,27,"2560,1440",165,4,IPS,16:9
MSI Optix G241,,23.8,"1920,1080",144,1,IPS,16:9
Dell S2522HG,336.99,24.5,"1920,1080",240,1,IPS,16:9
Samsung Odyssey G50A,417.14,32,"2560,1440",165,1,IPS,16:9
ASRock Challenger CL25FFA,89.99,24.5,"1920,1080",120,,IPS,16:9
Asus TUF Gaming VG328H1B,229,31.5,"1920,1080",165,,VA,16:9
Asus TUF GAMING VG24VQE,159.99,23.6,"1920,1080",165,,VA,16:9
Dell Alienware AW2720HF,699,27,"1920,1080",240,1,IPS,16:9
Asus ROG Strix XG32UQ,,32,"3840,2160",160,1,IPS,16:9
MSI Pro MP241X,89.99,23.8,"1920,1080",75,4,VA,16:9
Samsung Odyssey G51C,,32,"2560,1440",165,,VA,16:9
Philips Evnia 5000 32M2C5501,,31.5,"2560,1440",180,1,VA,16:9
Asus VS248H-P,139,24,"1920,1080",,2,,16:9
Sceptre E275B-QPN168,180.98,27,"2560,1440",144,1,IPS,16:9
iiyama G-MASTER GB2770QSU-B5,,27,"2560,1440",165,,IPS,16:9
BenQ ZOWIE XL2546X+,499.99,24.1,"1920,1080",280,,TN,16:9
MSI MAG 244C,99.99,23.6,"1920,1080",180,,VA,16:9
MSI Optix MAG274QRF-QD,369,27,"2560,1440",165,1,IPS,16:9
Samsung CRG50,189.99,24,"1920,1080",144,4,VA,16:9
Samsung Essential S33GC,,27,"1920,1080",100,4,IPS,16:9
AOC U27B3A,,27,"3840,2160",60,4,IPS,16:9
BenQ MOBIUZ EX2510S,,24.5,"1920,1080",165,2,IPS,16:9
Dell Alienware AW2518H,,24.5,"1920,1080",240,1,TN,16:9
ViewSonic VX2718-P-MHD,169.99,27,"1920,1080",165,5,VA,16:9
Gigabyte G27QC,,27,"2560,1440",165,,VA,16:9
Acer Nitro VG240Y bmiix,230.92,23.8,"1920,1080",75,1,IPS,16:9
MSI PRO MP341CQW,249.99,34,"3440,1440",100,4,VA,21:9
KTC H32S25E,289.99,32,"2560,1440",240,,VA,16:9
AOC CQ32G3SE,223.79,31.5,"2560,1440",165,4,VA,16:9
Samsung Odyssey G70B,799.99,32,"3840,2160",144,1,IPS,16:9
ViewSonic OMNI VX2428J,,23.8,"1920,1080",180,,IPS,16:9
MSI MEG 342C QD OLED,1029.99,34.2,"3440,1440",175,0.1,QD-OLED,21:9
ViewSonic ColorPro VP2786-4K,999.99,27,"3840,2160",60,5,IPS,16:9
Samsung Odyssey G65B,,27,"2560,1440",240,1,VA,16:9
Asus ROG Strix XG49VQ,849,49,"3840,1080",144,4,VA,32:9
Asus TUF GAMING VG247Q1A,149,23.8,"1920,1080",165,,VA,16:9
LG OLED evo,,42,"3840,2160",120,,OLED,16:9
LG 34GN850-B,1100,34,"3440,1440",160,1,IPS,21:9
HP OMEN 32 Transcend,899.99,31.5,"3840,2160",240,0.03,QD-OLED,16:9
Asus VA24EHE,129,23.8,"1920,1080",75,,IPS,16:9
Pixio PX246 Wave,99.99,24,"1920,1080",120,4,IPS,16:9
MSI Optix MPG321UR-QD,499.99,32,"3840,2160",144,,IPS,16:9
Gigabyte GS27Q,,27,"2560,1440",170,,IPS,16:9
Asus TUF Gaming VG27AQL1A,335.5,27,"2560,1440",170,,IPS,16:9
Acer Nitro ED270U S3,,27,"2560,1440",180,,VA,16:9
Asus ProArt Display PA279CV,399,27,"3840,2160",60,5,IPS,16:9
HP 24mh,163.19,23.8,"1920,1080",60,5,IPS,16:9
LG 32GQ850-B,899.99,32,"2560,1440",240,1,IPS,16:9
LG 32GP750-B,349,31.5,"2560,1440",165,1,IPS,16:9
Pixio PX27U Wave,399.99,27,"3840,2160",160,1,IPS,16:9
Dell P2419H,209,23.8,"1920,1080",60,5,IPS,16:9
LG UltraGear 27GN60R-B,,27,"1920,1080",144,1,IPS,16:9
KTC G27P6,,26.5,"2560,1440",240,0.03,OLED,16:9
ASRock Phantom Gaming PG27QRT2A,163.98,27,"2560,1440",180,,VA,16:9
MSI G274PF,139.99,27,"1920,1080",180,1,IPS,16:9
Asus ROG Swift OLED PG48UQ,,47.5,"3840,2160",138,0.1,OLED,16:9
Asus ProArt Display PA278CV,272.38,27,"2560,1440",75,5,IPS,16:9
LG UltraGear,379,31.5,"2560,1440",144,5,VA,16:9
Asus TUF GAMING VG259Q,,24.5,"1920,1080",144,,IPS,16:9
AOC CQ27G3S,,27,"2560,1440",165,,VA,16:9
AOC CU34G2X/BK,599.99,34,"3440,1440",144,,VA,21:9
Dell S2722DGM,,27,"2560,1440",165,2,VA,16:9
Acer XZ322QU Sbmiipphx,,31.5,"2560,1440",165,,VA,16:9
Sceptre C345B-QUT168,,34,"3440,1440",165,,VA,21:9
iiyama G-MASTER GB2470HSU-B5,,23.8,"1920,1080",165,,IPS,16:9
Asus VP249QGR,,23.8,"1920,1080",144,4,IPS,16:9
Acer Nitro VG242YP,,23.8,"1920,1080",165,1,IPS,16:9
Philips Evnia 5000 34M2C5501A,,34,"3440,1440",180,1,VA,21:9
MSI Optix G273,299.99,27,"1920,1080",165,,IPS,16:9
Samsung CF396,99.99,24,"1920,1080",60,4,VA,16:9
Asus ROG Swift PG38UQ,815,38,"3840,2160",144,1,IPS,16:9
Samsung Odyssey Neo G8 S32BG850NP,1375.1,32,"3840,2160",240,,VA,16:9
AOC 27G2Z,,27,"1920,1080",240,,IPS,16:9
AOC G2460PF,,24,"1920,1080",144,1,TN,16:9
ViewSonic VX2758-2KP-MHD,,27,"2560,1440",144,3,IPS,16:9
KTC H27E22P,154.99,27,"1920,1080",280,,VA,16:9
Philips Evnia 34M2C8600,1160.83,34,"3440,1440",175,0.03,QD-OLED,21:9
Titan Army C32C1S,304.99,31.5,"2560,1440",240,,VA,16:9
LG 27UL500-W,299.99,27,"3840,2160",60,5,IPS,16:9
MSI MAG 274PFW,,27,"1920,1080",180,1,IPS,16:9
AOC C27G2,,27,"1920,1080",165,,VA,16:9
Pixio PX279 Wave,239.99,27,"1920,1080",240,1,IPS,16:9
Gigabyte ‎G24F,,23.8,"1920,1080",170,2,IPS,16:9
Dell Alienware AW2518HF,,24.5,"1920,1080",240,1,TN,16:9
Samsung Odyssey G9 G91F DQHD,764.96,49,"5120,1440",144,1,VA,32:9
AOC 24B1H,210,23.6,"1920,1080",60,5,VA,16:9
LG 24MP59G-P,,23.8,"1920,1080",75,5,IPS,16:9
MSI MAG 275CQRXF,384.99,27,"2560,1440",240,1,VA,16:9
Asus VY279HE-W,119,27,"1920,1080",75,,IPS,16:9
HP OMEN 25,,24.5,"1920,1080",144,1,TN,16:9
Asus TUF Gaming VG32AQL1A,,31.5,"2560,1440",170,1,IPS,16:9
Sceptre E275W-1920,98.96,27,"1920,1080",60,5,,16:9
Lenovo G24e-20,128.99,23.8,"1920,1080",120,,VA,16:9
LG 27GN750-B,355,27,"1920,1080",240,1,IPS,16:9
Asus VG278QR,573.71,27,"1920,1080",165,0.5,TN,16:9
MSI Optix G24C,125.97,23.6,"1920,1080",144,1,VA,16:9
BenQ MOBIUZ EX3210U,599.99,32,"3840,2160",144,2,IPS,16:9
Planar PXN2490MW,280.82,23.8,"2560,1440",60,6,IPS,16:9
Dell P2422H,195,23.8,"1920,1080",60,5,IPS,16:9
Samsung LC27RG50FQNXZA,,27,"1920,1080",240,4,VA,16:9
AOC AG276QZD,824.45,26.5,"2560,1440",240,0.03,OLED,16:9
Gigabyte G34WQC,,34,"3440,1440",144,,VA,21:9
Samsung Odyssey Neo G9,,49,"5120,1440",240,1,VA,32:9
Acer ED320QR Sbiipx,,31.5,"1920,1080",165,,VA,16:9
Samsung Odyssey Neo G7 G75NB,,32,"3840,2160",165,1,Mini LED,16:9
MSI PRO MP252 E2,109.99,24.5,"1920,1080",120,4,IPS,16:9
Philips 221V8LN/27,,22,"1920,1080",75,4,VA,16:9
Samsung S33GC,139.81,24,"1920,1080",100,,IPS,16:9
Acer XV272U KFbmiipruzx,728.9,27,"2560,1440",300,,IPS,16:9
Samsung LU32J590UQUXEN,2339,32,"3840,2160",60,4,VA,16:9
Acer XB273U GSbmiiprzx,399.99,27,"2560,1440",165,,IPS,16:9
Acer KB272 bi,,27,"1920,1080",75,,IPS,16:9
Dell Alienware AW3420DW,628.99,34.1,"3440,1440",120,2,IPS,21:9
LG 28MQ780-B,699.99,27.6,"2560,2880",60,5,IPS,8:9
Philips 241E1SCA/00,,23.6,"1920,1080",75,4,VA,16:9
Acer EK220Q Abi,89.99,21.5,"1920,1080",75,5,VA,16:9
Samsung S27AG50,359.94,27,"2560,1440",165,1,IPS,16:9
Asus TUF GAMING VG279QL1A,199,27,"1920,1080",165,,IPS,16:9
Acer XZ270 Xbmiipx,275,27,"1920,1080",240,,VA,16:9
ASRock CL27FF,,27,"1920,1080",100,4,IPS,16:9
KTC H25X7,214.99,24.5,"1920,1080",400,,IPS,16:9
LG 34WQ60C-B,299.99,34,"3440,1440",60,5,IPS,21:9
LG 27GQ40W-B,169,27,"1920,1080",165,5,VA,16:9
Asus ROG Swift PG65UQ,,64.5,"3840,2160",144,4,VA,16:9
Samsung Odyssey G32A,,24,"1920,1080",165,,VA,16:9
BenQ EX270QM,399.99,27,"2560,1440",240,1,IPS,16:9
Pixio PX277P,199.99,27,"2560,1440",165,,IPS,16:9
LG 24MP60G-B,149,24,"1920,1080",75,5,IPS,16:9
Acer Predator X45 bmiiphuzx,1299.99,44.5,"3440,1440",240,0.03,OLED,21:9
Asus TUF Gaming VG279Q1R,,27,"1920,1080",144,,IPS,16:9
MSI PRO MP252,,24.5,"1920,1080",100,4,IPS,16:9
BenQ ZOWIE XL2411K,,24,"1920,1080",144,,TN,16:9
AOC 27G2,,27,"1920,1080",144,,IPS,16:9
LG UltraGear,879.99,49,"5120,1440",240,1,VA,32:9
HP X27q,229,27,"2560,1440",165,1,IPS,16:9
Dell S2425HS,119.99,23.8,"1920,1080",100,,IPS,16:9
Pixio PX279 Wave,239.99,27,"1920,1080",240,1,IPS,16:9
MSI MAG 274UPF,623.29,27,"3840,2160",144,1,IPS,16:9
LG 29WQ600-W,219.99,29,"2560,1080",100,5,IPS,21:9
MSI MAG 276CF E20,159.99,27,"1920,1080",200,0.5,VA,16:9
Dell S3221QS,573.94,32,"3840,2160",60,4,VA,16:9
LG 27GL650F-B,283.99,27,"1920,1080",144,1,IPS,16:9
Gigabyte ‎G32QC A,391.52,31.5,"2560,1440",165,,VA,16:9
Asus TUF Gaming VG27VQ,,27,"1920,1080",165,,VA,16:9
AOC CQ27G2S/BK,,27,"2560,1440",165,4,VA,16:9
Acer Nitro QG241Y Pbmiipx,153.62,23.8,"1920,1080",165,,VA,16:9
Asus ProArt Display PA32UCR-K,1099,32,"3840,2160",60,5,Mini LED IPS,16:9
Asus ProArt Display PA27DCE-K,1669,26.9,"3840,2160",60,0.1,OLED,16:9
MSI Modern MD342CQP,279.99,34,"3440,1440",120,4,VA,21:9
Acer SB272U Ebiip,159.99,27,"2560,1440",100,,IPS,16:9
LG UltraGear 34GP950G-B,1810.45,34,"3440,1440",180,1,IPS,21:9
Acer ED270R Sbiipx,199,27,"1920,1080",165,,VA,16:9
MSI Optix MAG301CR,579.95,30,"2560,1080",200,,VA,21:9
Acer GN246HL,,24,"1920,1080",144,1,TN,16:9
LG 22MP68VQ-P,,21.5,"1920,1080",60,5,IPS,16:9
MSI G32CQ5P,,31.5,"2560,1440",170,,VA,16:9
LG 27UP600-W,308,27,"3840,2160",60,5,IPS,16:9
Lenovo Legion Y27q-20,349,27,"2560,1440",165,,IPS,16:9
MSI Optix G27CQ4,,27,"2560,1440",165,,VA,16:9
AOC C27G1,,27,"1920,1080",144,1,VA,16:9
Asus ROG Swift PG259QN,795,24.5,"1920,1080",360,1,IPS,16:9
Acer XV252Q Zbmiiprx,,24.5,"1920,1080",280,,IPS,16:9
AOC C27G2ZE/BK,,27,"1920,1080",240,,VA,16:9
Asus ROG Strix XG27AQM,,27,"2560,1440",270,0.5,IPS,16:9
MSI Optix MAG27CQ,,27,"2560,1440",144,1,VA,16:9
HP Omen 27i,,27,"2560,1440",165,,IPS,16:9
Dell Alienware AW2721D,,27,"2560,1440",240,1,IPS,16:9
LG 38WR85QC-W,1096.99,37.5,"3840,1600",144,1,Nano IPS,12:5
MSI Optix MAG301RF,325.49,29.5,"2560,1080",200,1,IPS,21:9
Asus TUF Gaming VG32VQR,,31.5,"2560,1440",165,,VA,16:9
MSI MAG 242C,119.99,23.6,"1920,1080",180,,VA,16:9
Asus VA24DQ,138.99,23.8,"1920,1080",75,,IPS,16:9
AOC Agon PRO PD49,,49,"5120,1440",240,0.03,QD-OLED,32:9
Dell S2421HGF,299.99,24,"1920,1080",144,1,TN,16:9
AOC 27G2S,,27,"1920,1080",165,,VA,16:9
LG UltraGear,466.99,31.5,"3840,2160",144,1,VA,16:9
Corsair XENEON 315QHD165,349.99,31.5,"2560,1440",165,8,IPS,16:9
MSI PRO MP275 E2,129.99,27,"1920,1080",120,4,IPS,16:9
BenQ ZOWIE XL2546X,688.03,24.5,"1920,1080",240,,TN,16:9
Pixio PX278 Wave,239.99,27,"2560,1440",180,1,IPS,16:9
Samsung U28R550,,28,"3840,2160",60,4,IPS,16:9
Acer Predator X34,,34,"3440,1440",100,4,IPS,21:9
Acer Nitro VG272 Xbmiipx,,27,"1920,1080",240,0.1,IPS,16:9
Acer Nitro XV273K V3,399.99,27,"3840,2160",160,0.5,IPS,16:9
Asus TUF GAMING VG277Q1A,189,27,"1920,1080",165,,VA,16:9
Pixio PX27U Wave,399.99,27,"3840,2160",160,1,IPS,16:9
LG 34GP83A-B,749.99,34,"3440,1440",144,1,IPS,21:9
Asus TUF Gaming VG30VQL1A,,29.5,"2560,1080",200,,VA,21:9
Philips 273V7QJAB,139.99,27,"1920,1080",60,4,IPS,16:9
HP OMEN 32Q,299.99,31.5,"2560,1440",165,1,IPS,16:9
Asus Eye Care VY27UQ,249,27,"3840,2160",60,5,IPS,16:9
AOC C32G2E,159,31.5,"1920,1080",165,,VA,16:9
Pixio PX248 Wave,159.99,24,"1920,1080",200,1,IPS,16:9
Asus ProArt Display PA329CV,569,32,"3840,2160",60,5,IPS,16:9
Samsung ViewFinity S9,999.99,27,"5120,2880",60,5,IPS,16:9
LG 24GQ50F-B,195,23.8,"1920,1080",165,5,VA,16:9
Dell U3223QE,699.99,31.5,"3840,2160",60,5,IPS,16:9
Asus TUF Gaming VG246H1A,,23.8,"1920,1080",100,,IPS,16:9
LG 22MK430H-B,,21.5,"1920,1080",75,5,IPS,16:9
Acer XV240Y Pbmiiprx,168.72,23.8,"1920,1080",165,,IPS,16:9
BenQ GL2480,210,24,"1920,1080",75,1,TN,16:9
AOC G2 CQ32G2S,375,31.5,"2560,1440",165,,VA,16:9
Asus ProArt PQ22UC,,21.6,"3840,2160",60,1,OLED,16:9
Gigabyte G27F,,27,"1920,1080",144,,IPS,16:9
MSI Optix G273QF,,27,"2560,1440",165,1,IPS,16:9
Acer Nitro VG252Q P,,24.5,"1920,1080",144,,IPS,16:9
Acer XR343CK PBMIIPPHUZX,,34,"3440,1440",180,,IPS,21:9
Acer Predator XB273 GZ,,27,"1920,1080",280,1,,16:9
HUAWEI MateView GT,,27,"2560,1440",165,,VA,16:9
HP OMEN 34c,389.99,34,"3440,1440",165,1,VA,21:9
AOC U27G3X,,27,"3840,2160",160,,IPS,16:9
LG 34BP65C-B,469.99,34,"3440,1440",160,5,VA,21:9
Samsung Odyssey G7,,28,"3840,2160",144,1,IPS,16:9
Pixio PX279 Wave,239.99,27,"1920,1080",240,1,IPS,16:9
ViewSonic XG2405 OMNI,,23.8,"1920,1080",144,1,IPS,16:9
MSI Optix G27C4,,27,"1920,1080",165,,VA,16:9
Acer XB271HU bmiprz,,27,"2560,1440",165,4,IPS,16:9
Samsung C49RG9,1299.99,49,"5120,1440",120,4,VA,32:9
VIOTEK GFV22CB,,22,"1920,1080",144,5,VA,16:9
AOC G2490VX,,23.8,"1920,1080",144,1,VA,16:9
Razer Raptor 27,,27,"2560,1440",165,4,IPS,16:9
KTC M27T20,339.99,27,"2560,1440",165,3,Mini LED,16:9
MSI MAG 323UPF,,32,"3840,2160",160,1,IPS,16:9
Samsung Odyssey 3D G90XF,1981.98,27,"3840,2160",165,1,IPS,16:9
Samsung Odyssey G65B,,32,"2560,1440",240,1,VA,16:9
Philips Evnia,,41.5,"3840,2160",138,1,OLED,16:9
Pixio PX279 Wave,239.99,27,"1920,1080",240,1,IPS,16:9
ViewSonic VP3256-4K,549.99,32,"3840,2160",,5,IPS,16:9
BenQ GW2790QT,299.99,27,"2560,1440",75,5,,16:9
Lenovo ThinkVision S24e-10,154.94,23.8,"1920,1080",60,,VA,16:9
AOC CQ27G2,,27,"2560,1440",144,,VA,16:9
Samsung C27F591,,27,"1920,1080",60,4,VA,16:9
Acer XF243Y Pbmiiprx,,23.8,"1920,1080",165,2,IPS,16:9
HUAWEI MateView GT Sound Edition,,34,"3440,1440",165,4,VA,21:9
Sceptre E248W-FPT,88.97,23.8,"1920,1080",75,5,IPS,16:9
LG 27GP83B-B,399.99,27,"2560,1440",165,1,IPS,16:9
Sceptre C345W-2560UN,250.96,34,"2560,1080",100,6,VA,21:9
Samsung Odyssey G3,149.99,24,"1920,1080",144,,VA,16:9
LG 32GK650F-B,,32,"2560,1440",144,5,VA,16:9
Dell U2412M,,24,"1920,1200",60,8,IPS,16:10
iiyama G-MASTER BLACK HAWK,,24.5,"1920,1080",75,1,TN,16:9
Acer KG241Q Pbiip,341.44,23.6,"1920,1080",144,1,TN,16:9
Dell S3220DGF,,31.5,"2560,1440",165,5,VA,16:9
Samsung Odyssey G30A,,27,"1920,1080",144,,VA,16:9
HP 27mx,,27,"1920,1080",144,1,TN,16:9
Gigabyte M27U SA,399.99,27,"3840,2160",160,,IPS,16:9
Sceptre U279W-4000R,180.96,26.9,"3840,2160",70,5,IPS,16:9
LG 24GL600F-B,,23.6,"1920,1080",144,1,TN,16:9
Philips 271V8LB,109.99,27,"1920,1080",100,4,VA,16:9
LG 32MN50W-B,179,32,"1920,1080",60,5,IPS,16:9
Samsung C34F791,,34,"3440,1440",100,4,VA,21:9
MSI MAG 325CQRF-QD,349.99,31.5,"2560,1440",170,1,VA,16:9
Gigabyte AORUS FI27Q-P,,27,"2560,1440",165,,IPS,16:9
Asus ROG SWIFT PG278Q,,27,"2560,1440",144,1,TN,16:9
HP OMEN X Emperium 65,,65,"3840,2160",144,4,VA,16:9
Acer EK241Y,,23.8,"1920,1080",75,4,IPS,16:9
KTC H27P22S,359.99,27,"3840,2160",160,,IPS,16:9
ASRock PG32QF2B,203.6,31.5,"2560,1440",165,,VA,16:9
ASRock Phantom Gaming PG27FRS1A,142.99,27,"1920,1080",180,,VA,16:9
MSI Optix G274QRFW,,27,"2560,1440",170,1,IPS,16:9
BenQ MOBIUZ EX2710S,,27,"1920,1080",165,2,IPS,16:9
Acer PREDATOR X32 FP,,32,"3840,2160",165,1,Mini LED IPS,16:9
iiyama G-Master GB3466WQSU-B1,,34,"3440,1440",144,,VA,21:9
Acer XFA240 bmjdpr,,24,"1920,1080",144,1,TN,16:9
Sceptre C275B-144RN,,27,"1920,1080",144,3,VA,16:9
Gigabyte G32QC,,31.5,"2560,1440",165,,,16:9
Dell SE2422H,,24,"1920,1080",75,5,VA,16:9
HP 25x,,24.5,"1920,1080",144,1,TN,16:9
Philips Evnia 24M1N3200VL,,23.8,"1920,1080",165,4,VA,16:9
MSI Pro MP2412,,23.8,"1920,1080",100,4,VA,16:9
Acer VG240YU Mbiipx,,23.8,"2560,1440",180,0.5,IPS,16:9
Gigabyte M32UP,764.99,31.5,"3840,2160",160,,IPS,16:9
Acer RG321QU Pbiipx,274,31.5,"2560,1440",165,,IPS,16:9
ViewSonic VX3218-PC-MHD,198.95,32,"1920,1080",165,6,VA,16:9
ViewSonic VX3276-2K-MHD,249.95,32,"2560,1440",60,8,IPS,16:9
Dell S2721QS,349,27,"3840,2160",60,4,IPS,16:9
Acer VG271U Pbmiipx,269.99,27,"2560,1440",144,1,IPS,16:9
LG 34WP65C-B,399.99,34,"3440,1440",160,5,VA,21:9
HP VH240a,288,23.8,"1920,1080",60,5,IPS,16:9
LG 32UN880-B,699,31.5,"3840,2160",60,5,IPS,16:9
MSI MAG325CQRXF,429.99,31.5,"2560,1440",240,1,VA,16:9
Samsung S39C,139.99,27,"1920,1080",75,4,VA,16:9
LG UltraGear 32GQ950P-B,,31.5,"3840,2160",160,1,IPS,16:9
Asus TUF Gaming VG32UQA1A,494.22,31.5,"3840,2160",160,,VA,16:9
