name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Razer Kraken (2019),,Circumaural,"12,28",true,false,Closed,Pink / Black
SteelSeries Arctis 1,99.99,Circumaural,"20,20",true,false,Closed,Black
Beyerdynamic DT990 Premium 32,169,Circumaural,"5,35",false,false,Open,Black / Silver
Logitech G733,129.79,Circumaural,"20,20",true,true,Closed,Blue
1MORE Triple Driver (Silver),59.49,In Ear,"20,40",true,false,Closed,Silver
HP HyperX CloudX Flight,107.62,Circumaural,"20,20",true,true,Closed,Black / Green
Audio-Technica SonicFuel CLR100iS,14.99,In Ear,"20,25",true,false,Closed,White
Apple AirPods Pro,237.99,Earbud,,true,true,Closed,White
JBL Quantum 300,79.95,Circumaural,"20,20",true,false,Closed,Black
Astro A20 Gen 2,139,Circumaural,"20,20",true,true,Closed,Black / Blue
Creative Labs Aurvana Live! SE,33.14,Circumaural,"10,30",false,false,Closed,Black
Cyber Acoustics ACM-500RB,24.99,Circumaural,,false,false,Closed,Black
Sony MDR-XB920/B,,Supra-aural,"3,28",false,false,Closed,Black / Silver
Sades SA-708,24.47,Circumaural,,true,false,Closed,Black / Green
Corsair VOID PRO RGB USB (Black),,Circumaural,"20,20",true,false,Closed,Black
FNATIC REACT,,Circumaural,"20,40",false,false,Closed,Black / Silver
Adesso Xtream H4,10.11,Supra-aural,"20,20",true,false,Closed,Black
Skullcandy Hesh 3,,Circumaural,"20,20",true,true,Closed,Black
Bose QuietComfort 35 Series II,424.99,Circumaural,,true,true,Closed,Pink / White
Apple AirPods Pro 2nd Gen MagSafe,229.49,In Ear,,true,true,Closed,White
Corsair HS65,,Circumaural,"20,20",true,true,Closed,White
Audio-Technica ATH-R70xa,379,Circumaural,"5,40",false,false,Open,Black
Creative Labs Zen Hybrid SXFI,94.99,Circumaural,"20,20",true,true,Closed,White
Anker Soundcore Life Q20,65.99,Circumaural,"16,40",true,true,Closed,Blue
Cooler Master CH351,69.98,Circumaural,"20,20",true,true,Closed,Black
Superlux HD-681EVO,46.95,Circumaural,"10,30",false,false,Semi-open,Black
SteelSeries Siberia 200,55,Circumaural,"10,28",true,false,Closed,White / Black
Asus ROG Strix Go Core,165.11,Circumaural,"20,40",true,false,Closed,White
Creative Labs Sound Blaster Blaze V2,44.46,Circumaural,"20,20",true,false,Closed,Black
Cyber Acoustics ACM-70B,12.99,Supra-aural,"20,20",false,false,Closed,Black
Audio-Technica ATH-E70,439,In Ear,"20,19",false,false,Closed,Black / Red
Apple AirPods 3rd Gen Lightning,129,In Ear,,true,true,Closed,White
Corsair Virtuoso RGB SE,,Circumaural,"20,40",true,true,Closed,White
Sony INZONE H5,148,Circumaural,"5,20",true,true,Closed,White
Corsair HS60 PRO SURROUND,,Circumaural,"20,20",true,false,Closed,Black
SteelSeries Arctis 7X,219.99,Circumaural,"20,20",true,true,Closed,Black / Green
SteelSeries Arctis 9X,,Circumaural,"20,20",true,true,Closed,Black / Green
Anker Soundcore Life Q35,,Circumaural,"16,40",true,true,Closed,Blue
Samsung Buds2 Pro,152.86,In Ear,,true,true,Closed,Black
Beyerdynamic MMX 100,,Circumaural,"5,30",true,false,Closed,Black
Logitech ASTRO A50 + Base Station,,Circumaural,"20,20",true,true,Closed,Black / Gray
AKG K240 MKII,93.99,Circumaural,"15,25",false,false,Semi-open,Black
Logitech G935,129.99,Circumaural,"20,20",true,true,Closed,Black
Final VR3000 for Gaming,78.8,In Ear,,false,false,Closed,Black
Sennheiser GAME ZERO,,Circumaural,"10,26",true,false,Closed,Black / Red
AKG K371,149,Circumaural,"5,40",false,false,Closed,Black
SHARKOON SGH10,,Circumaural,"20,20",true,false,Open,Black
Audio-Technica ATH-AD700X,119.95,Circumaural,"5,30",false,false,Open,Black
HP HyperX Cloud MIX,,Circumaural,"10,40",true,true,Closed,Black / Silver
Corsair HS60 HAPTIC,109.99,Circumaural,"20,20",true,false,Closed,Black / Gray
ROCCAT Elo Air,118.99,Circumaural,"20,20",true,true,Closed,Black
Creative Labs Zen Hybrid SXFI,94.99,Circumaural,"20,20",true,true,Closed,Black
SteelSeries Siberia v2,157.88,Circumaural,"18,28",true,false,Closed,White
Shure SRH440,109.95,Circumaural,"10,22",false,false,Closed,Black
Logitech G433 (Black),,Circumaural,"20,20",true,false,Open,Black
GameMax G200,,Circumaural,"20,20",true,false,Closed,Black
Sony MDR-ZX310L,24.98,Supra-aural,"10,24",false,false,Closed,Blue
Asus TUF Gaming H7 Wireless,,Circumaural,"20,20",true,true,Closed,Black
GALAX HOF Maestro Matte,34.99,Circumaural,"20,20",true,false,Closed,Black
GALAX HOF Maestro Matte,39.99,Circumaural,"20,20",true,false,Closed,White
Sennheiser IE60,,In Ear,"10,18",false,false,Closed,Black / Gold
Sony MDR-RF985RK,,Circumaural,"10,220",false,true,Closed,Black
Astro A40 + MixAmp Pro - White,,Circumaural,"15,28",true,false,Closed,Black / White
Beyerdynamic MMX 300,,Circumaural,"5,30",true,false,Closed,Black
Shure SE215,,In Ear,"22,17.5",false,false,Closed,Translucent Black
Shure SE535CLEAR,494,In Ear,"18,19",false,false,Closed,Brown / Black
HP HyperX Cloud,,Circumaural,"15,25",true,false,Closed,Black / White
Razer KRAKEN 7.1 CHROMA,,Circumaural,"20,20",true,false,Closed,Multicolor
Panasonic RP-HJE125-A,9.89,Earbud,,false,false,Closed,Blue
Razer Kraken 7.1 V2 Mercury Edition,,Circumaural,"12,28",true,false,Closed,White
Cooler Master MH752,,Circumaural,"20,20",true,false,Closed,Black / Silver
Asus ROG STRIX FUSION 700,,Circumaural,"20,40",true,true,Closed,Black
Razer Hammerhead Pro v2,,In Ear,"50,10",true,false,Closed,Black / Green
JBL Quantum 200,59.95,Circumaural,"20,20",true,false,Closed,Black
Logitech FITS,,In Ear,"20,20",true,true,Closed,Black
Creative Labs Sensemore Air,79.98,In Ear,"20,20",true,true,Closed,Black / Blue
Razer Kraken (2019),119.99,Circumaural,"12,28",true,false,Closed,Black
Cooler Master MH751,97.98,Circumaural,"20,20",true,false,Closed,Black / Silver
Corsair HS55 SURROUND,59.98,Circumaural,"20,20",true,false,Closed,White / Gray
Philips SHL3000/28,17.95,Supra-aural,,true,false,Closed,Black
Anker Soundcore Life Q30,54.99,Circumaural,"16,40",true,true,Closed,Blue
Sennheiser MOMENTUM 4,299.99,Circumaural,"6,22",true,true,Closed,Blue / Black
Corsair HS35,,Circumaural,"20,20",true,false,Closed,Black
Acer Predator Galea 311,79.98,Circumaural,"20,20",true,false,Closed,Black
SteelSeries ARCTIS 7 2019 Edition,,Circumaural,"20,20",true,true,Closed,White / Black
EKSA E900 PRO,46.99,Circumaural,"20,20",true,false,Closed,Black / Red
AKG K361,118,Circumaural,"15,28",false,false,Closed,Black
EPOS H3PRO Hybrid,,Circumaural,"20,20",true,true,Closed,Green / Gold
Audio-Technica ATH-GDL3,110,Circumaural,"10,35",true,false,Open,Black / Blue
Syba CL-AUD63035,19.95,Circumaural,"20,20",true,false,Closed,Blue / White
Audio-Technica ATH-CHX5ISBK,21.91,Earbud,"20,22",true,false,Closed,Black
Corsair HS70,169.99,Circumaural,,true,true,Closed,Black
HiFiMAN Ananda-BT,799,Circumaural,"8,55",true,true,Open,Black / Silver
Final B2,308.24,In Ear,,false,false,Closed,Black
Corsair HS65,,Circumaural,"20,20",true,true,Closed,Black
MCHOSE V9 Pro,,Circumaural,,true,true,Closed,Black / Red
Astro A50 - Black,,Circumaural,"20,20",true,true,Closed,Black
Beyerdynamic DT 880 Premium 600 Ohm,,Circumaural,"5,35",false,false,Semi-open,Black / Silver
Logitech G430,,Circumaural,"20,20",true,false,Closed,Black / Blue
iDeaUSA S409,,Circumaural,"20,20",true,false,Closed,Black / Blue
Razer Kraken Pro 2015,,Circumaural,"20,20",true,false,Closed,White
Astro A50 + Base Station PS4,,Circumaural,"20,20",true,true,Closed,Black / Green
1MORE Triple Driver (Black/Gold),57.99,In Ear,"20,40",true,false,Closed,Black / Gold
ROCCAT Khan Aimo,,Circumaural,"10,40",true,false,Closed,White / Black
Acer Predator Galea 500,297.64,Circumaural,"20,20",true,false,Closed,Black
Razer A Bathing Ape Opus,,Circumaural,"20,20",true,true,Closed,Black / Green
Anker Soundcore Life Q20,,Circumaural,"16,40",true,true,Closed,Black
Anker Soundcore Life Q20+,,Circumaural,"16,40",true,true,Closed,Black
Corsair HS55 STEREO,59.98,Circumaural,"20,20",true,false,Closed,White / Gray
HP HyperX Cloud Stinger Core,,Circumaural,"20,20",true,false,Closed,Black
HP HyperX CloudX Stinger Core - Xbox,52.56,Circumaural,"20,20",true,false,Closed,Black / Green
Samsung Buds2 Pro,112.04,In Ear,,true,true,Closed,White
Focal Clear,,Circumaural,"5,28",false,false,Open,Gray
Apple AirPods Max,528.49,Circumaural,,true,true,Closed,Blue
YEYIAN Wicked 3000,24.99,Circumaural,"20,20",true,false,Closed,Black / Red
Acer Nitro,34.99,Circumaural,"20,20",true,false,Closed,Black / Red
SteelSeries Arctis 3 (2019),,Circumaural,"20,22",true,false,Closed,White
Sennheiser RS 195,379.95,Circumaural,"17,22",false,true,Closed,Black / Silver
ROCCAT Elo Air,89.99,Circumaural,"20,20",true,true,Closed,White
Adesso Xtream P500,29.14,Circumaural,"20,20",true,true,Closed,Black
Audio-Technica ATH-TWX7,190,Earbud,"10,40",true,true,Closed,Black
Beyerdynamic T 5 p,,Circumaural,"5,50",false,false,Closed,Black / Silver
HP HyperX Cloud Orbit S,,Circumaural,"10,50",true,false,Closed,Black / Gray
Philips X3/00,149.99,Circumaural,"5,40",false,false,Open,Black
Mad Catz F.R.E.Q. 5,26.99,Circumaural,,true,false,Closed,Black
Plantronics Plantronics Voyager Focus UC,164.99,Supra-aural,,true,true,Closed,Black
Final B1,754.7,In Ear,,false,false,Closed,Copper / Black
Audio-Technica ATH-GDL3,139,Circumaural,"10,35",true,false,Open,White / Black
Razer Kraken V3 X,77.15,Circumaural,"12,28",true,false,Closed,Black
HYTE eclipse HG10,99,Circumaural,"20,20",true,true,Closed,Gray / Silver
Audio-Technica ATH-IM01,241.47,In Ear,"20,15",false,false,Closed,Transparent
Rosewill Audiowave H9000,52.73,Circumaural,"20,40",true,true,Closed,Black
AKG K612 PRO,163.92,Circumaural,"12,39.5",false,false,Open,Black / Silver
Gigabyte Aorus H1,,Circumaural,"20,20",true,false,Closed,Black / White
Shure SRH840A,169,Circumaural,"5,25",false,false,Closed,Black / Gold
Razer Kraken Kitty V2 Pro,171.14,Circumaural,"20,20",true,false,Closed,Black
Neumann NDH 20,549,Circumaural,"5,30",false,false,Open,Silver / Black
Sennheiser HD 300 PRO,199.95,Circumaural,"6,25",false,false,Closed,Black
YEYIAN YDG-33406,39.99,Circumaural,"20,20",true,false,Closed,White / Gray
GameStop RGB Pro,45.98,Circumaural,,true,false,Closed,Black
Sennheiser 502029,,Circumaural,"16,22",false,true,Open,Black
Sennheiser PC 350 SE,,Circumaural,,true,false,Closed,Black
Sennheiser PC 363D,,Circumaural,"15,28",true,false,Open,Black
Koss KPH7W,10.98,Supra-aural,,false,false,Closed,Black
Philips SHE3590WT/10,,In Ear,"12,23.5",false,false,Closed,White
Shure SE215,,Earbud,"22,17.5",false,false,Closed,Black
Skullcandy PLYR 1,,Circumaural,"20,20",true,true,Closed,Black
Sony CZ-DRBTN200W,,Supra-aural,,false,true,Closed,White
Philips SHL5305BK/28,,Supra-aural,"18,21.6",true,false,Closed,Black
Sennheiser HD 598 CS,418.88,Circumaural,"10,28",false,false,Closed,Black / Silver
Sennheiser HD 559,,Circumaural,"14,26",false,false,Open,Black
SteelSeries Arctis 3,,Circumaural,"20,22",true,false,Closed,White
Astro A50 + Base Station XB1,,Circumaural,"20,20",true,true,Closed,Black / Blue
Corsair HS70 PRO,,Circumaural,"20,20",true,true,Closed,Black / Beige
DROP MASSDROP X BEYERDYNAMIC DT 177X GO,,Circumaural,"5,40",false,false,Closed,Black
DROP Massdrop x MEE Audio Planamic,,In Ear,"20,20",true,false,Closed,Black
Asus ROG Strix Fusion Wireless,,Circumaural,"20,20",true,true,Closed,Black
Razer BlackShark V2 Pro - Six Siege Special Edition,,Circumaural,"12,28",true,true,Closed,White / Black
Razer Kaira Pro for Xbox,,Circumaural,"20,20",true,true,Closed,White / Black
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Camo / Black
Corsair HS80 RGB Pink Elixir,,Circumaural,"20,40",true,true,Closed,White / Pink
EPOS H6PRO,,Circumaural,"20,20",true,false,Open,Black / Blue
Creative Labs Zen Hybrid,69.99,Circumaural,"20,20",true,true,Closed,Black
Apple AirPods Max (2024),449.99,Circumaural,,true,true,Closed,Blue
Logitech ASTRO A40 TR,,Circumaural,"20,20",true,false,Closed,Black / Blue
JVC HARX700,46.79,Circumaural,"8,25",false,false,Closed,Black
Audio-Technica ATH-PDG1,164.92,Circumaural,"20,20",true,false,Open,Black / Red
TAKSTAR Sprint,6.99,In Ear,"20,2",true,false,Closed,Black / Red
Razer Kaira for Xbox,79.52,Circumaural,"20,20",true,true,Closed,Black / Green
Sennheiser CX301,24.99,In Ear,"19,21",false,false,Closed,Black / Silver
Logitech H340,17.98,Supra-aural,"20,20",true,false,Closed,Black
Mad Catz F.R.E.Q. 5,39.99,Circumaural,,true,false,Closed,Black
Final E5000,279,Earbud,,false,false,Closed,Silver / Black
EPOS H3PRO Hybrid,,Circumaural,"20,20",true,true,Closed,Black / Blue
Corsair HS60 HAPTIC,115.99,Circumaural,"20,20",true,false,Closed,Black
Audio-Technica ATH-CKP200RD,19.98,Earbud,"20,23",false,false,Closed,Black / Red
Sony MDR-ZX100/BLK,,Supra-aural,"12,22",false,false,Closed,Black
Logitech H540,34.99,Supra-aural,,true,false,Closed,Black / Blue
Philips SHE3590PK/10,,In Ear,"12,23.5",true,false,Closed,Pink / White
Koss SB40,31.99,Circumaural,"20,20",true,false,Closed,Black
Audio-Technica ATH-M70x,329,Circumaural,"5,40",false,false,Closed,Black / Silver
Panasonic RP-DJS150M-W,31.98,Supra-aural,,true,false,Closed,White
Skullcandy Hesh 2 Unleashed,,Circumaural,,true,true,Closed,Black / Silver
JVC HA-RX500,26.56,Circumaural,"10,22",false,false,Closed,Black / White
Corsair VOID RGB ELITE,,Circumaural,"20,20",true,false,Closed,Black
Corsair VOID RGB ELITE,,Circumaural,"20,20",true,false,Closed,White
Sennheiser GSP 370,,Circumaural,"20,20",true,true,Closed,Black
Sony INZONE H7,229.99,Circumaural,"5,20",true,true,Open,
EPOS H6PRO,138.08,Circumaural,"20,20",true,false,Closed,Green / Gold
AKG K92,79,Circumaural,"16,22",false,false,Closed,Black / Gold
Lenovo Legion H200,38.99,Circumaural,"20,20",true,false,Closed,Black
Fostex T50RP,,Circumaural,"15,35",false,false,Semi-open,Black
Creative Labs Creative Fatal1ty,,Circumaural,"20,20",true,false,Closed,Black / Red
Sennheiser PC360,,Circumaural,"15,28",true,false,Closed,Black
Beyerdynamic Custom One Pro,,Circumaural,"5,35",false,false,Closed,Black
Sony MDRE9LP/BLK,13.98,Earbud,"18,22",true,false,Closed,Black
Shure SRH840,199,Circumaural,"5,25",false,false,Closed,Black
Microsoft L2 LifeChat LX-3000,58.99,Circumaural,,true,false,Closed,Black / Silver
Kensington 33084,70.59,Circumaural,,false,false,Closed,Black / Blue
Sennheiser Momentum Black,498.88,Supra-aural,"16,22",false,false,Closed,Black / Silver
Audio-Technica ATH-M50,,Circumaural,"15,28",false,false,Closed,Black
Philips X2/27 Fidelio,,Circumaural,"5,40",false,false,Open,Black
Astro A40,,Circumaural,"20,21",true,false,Closed,Black / Silver
Astro A50,,Circumaural,"20,21",true,true,Closed,Black / Blue
HP HyperX Cloud II,,Circumaural,"15,25",true,false,Closed,Black
MSI DS501,34.99,Circumaural,"20,20",true,false,Closed,Black / Red
Sennheiser HD 598 SE,,Circumaural,"12,38.5",false,false,Open,Black
Plantronics RIG 500E,,Circumaural,"20,20",true,false,Closed,Black / Blue
HP HyperX Cloud Revolver,,Circumaural,"12,28",true,false,Closed,Black / Red
Sennheiser PC 373D,,Circumaural,"15,28",true,false,Open,Black / Red
Sennheiser Momentum 2.0,,Circumaural,"16,22",true,false,Closed,Black
Sennheiser HD 598SR,,Circumaural,"12,38.5",true,false,Open,Black
Corsair VOID PRO Surround (Black),,Circumaural,"20,20",true,false,Closed,Black
Sennheiser GSP 300,,Circumaural,"15,26",true,false,Closed,Black / Blue
Sennheiser HD 4.50 BTNC,,Circumaural,"18,22",true,true,Closed,
SteelSeries Arctis Pro,,Circumaural,"10,40",true,false,Closed,Black
Sony WHH900N/B,,Circumaural,,false,true,Closed,Black
Corsair HS60,,Circumaural,"20,20",true,false,Closed,Black / White
Razer NARI,229.99,Circumaural,"20,20",true,true,Closed,Black / Green
Turtle Beach Earforce Stealth 450 USB,,Circumaural,"20,20",true,true,Closed,Black / Red
Trust GXT 322 CARUS,,Circumaural,"20,20",true,false,Closed,Black / Red
Asus ROG Delta Core,,Circumaural,"20,40",true,false,Closed,Black
HP HyperX Cloud Flight S,,Circumaural,"10,22",true,true,Closed,Black / Silver
JBL Quantum 800,,Circumaural,"20,20",true,true,Closed,Black
Bose QuietComfort 35 Series II,,Circumaural,,true,true,Closed,Blue
Logitech Pro X Shroud,229.99,Circumaural,"20,20",true,true,Closed,Black / Blue
Audeze Penrose PS,239,Circumaural,"10,50",true,true,Closed,Black / Blue
HiFiMAN Edition X,,Circumaural,"8,50",false,false,Open,Black / Silver
HiFiMAN Edition X V2,,Circumaural,"8,50",false,false,Open,Black / Silver
Astro A10,,Circumaural,"20,20",true,false,Closed,White / Blue
Anker Soundcore Life Q35,,Circumaural,"16,40",true,true,Closed,Pink
SteelSeries Arctis 3 (2019),,Circumaural,"20,22",true,false,Closed,Black
Asus TUF Gaming H7,,Circumaural,"20,20",true,false,Closed,Black / Gray
Asus TUF Gaming H7 Wireless,,Circumaural,"20,20",true,true,Closed,Black / Yellow
Corsair HS80 RGB Ethereal Blue,,Circumaural,"20,40",true,true,Closed,White / Blue
Apple AirPods Max,529.49,Circumaural,,true,true,Closed,Green
Beyerdynamic MMX 100,,Circumaural,"5,30",true,false,Closed,Gray
Sennheiser MOMENTUM 4,296.06,Circumaural,"6,22",true,true,Closed,Gray
MCHOSE V9 Pro,,Circumaural,,true,true,Closed,Black
Skullcandy Hesh 3,,Circumaural,"20,20",true,true,Closed,Red
Audio-Technica ATH-AD500X,79.98,Circumaural,"5,25",false,false,Open,Black
Razer Kaira Pro for PlayStation,69.98,Circumaural,"20,20",true,true,Closed,White / Black
Koss GMR-545-AIR USB,74.99,Circumaural,"15,22",true,false,Open,Black / Red
Audio-Technica ATH-S220BT,64,Circumaural,"5,32",true,true,Closed,White
Sony WH-1000XM6,449.99,Circumaural,"4,40",true,true,Closed,Blue
Harman Kardon J33IWHT,39,In Ear,"10,24",true,false,Closed,Black / White
FiiO FT3,179.99,Circumaural,"7,4",false,false,Open,Black
Sony MDRX10BLK,,Supra-aural,"3,29",false,false,Closed,Black / Silver
Turtle Beach Ear Force Z1,25.7,Circumaural,,true,false,Closed,Black / Silver
AKG K271 MK II,128.29,Circumaural,"16,28",false,false,Closed,Black / Silver
Koss CS-100,23.54,Supra-aural,,true,false,Closed,Black / Silver
Logitech G233 PRODIGY,,Circumaural,"20,20",true,false,Closed,Black / Blue
LucidSound LS41,199.99,Circumaural,"20,20",true,true,Closed,Black
Creative Labs Sound Blaster JAM V2,47.49,Supra-aural,"20,20",true,true,Closed,Black
Razer Opus X,79.98,Circumaural,"20,20",true,true,Closed,Green / Black
Cooler Master CH351,58.83,Circumaural,"20,20",true,true,Closed,Green / Pink
Behringer HPX4000,15.9,Circumaural,,false,false,Closed,Black
Thermaltake LHA0049-B,44.98,Supra-aural,,false,false,Closed,White
RCA HP5041,11.82,Supra-aural,"20,20",false,false,Semi-open,Red / White
Syba SHELL,89,Circumaural,"20,20",true,false,Closed,Orange / White
SteelSeries Siberia 200,65,Circumaural,"10,28",true,false,Closed,Black / Orange
ADATA XPG EMIX H20,,Circumaural,"20,20",true,false,Closed,Black / Red
Cooler Master MH650,99.99,Circumaural,"20,20",true,false,Closed,Black
Philips Performance PH805BK,69.98,Circumaural,,true,true,Closed,Black
Plantronics Blackwire 7225,103.54,Supra-aural,"20,20",true,false,Closed,Black
Lenovo Legion H300,49.5,Circumaural,"20,20",true,false,Closed,Black / Blue
Razer Kaira Pro for Xbox,69.95,Circumaural,"20,20",true,true,Closed,Black / Green
Koss Porta Pro Mic/Remote,55.99,Supra-aural,"15,25",true,false,Open,Black / Silver
Razer Opus X,92.19,Circumaural,"20,20",true,true,Closed,White / Black
GameStop GS101,30.98,Circumaural,,true,false,Closed,Black
ADATA XPG Precog Studio,39.29,Circumaural,"20,20",true,false,Closed,Black / Red
Apple AirPods Max (2024),449.99,Circumaural,,true,true,Closed,Gold
ARCTIC P402,,Supra-aural,"20,20",true,false,Closed,Black / Silver
Sennheiser CX 300-II,,In Ear,"19,21",false,false,Closed,Black
Sennheiser CX890I,,In Ear,"17,23",true,false,Closed,Black
Sennheiser RS 120,,Supra-aural,"22,19.5",false,true,Open,Black / Silver
Sennheiser SC260,71.98,Supra-aural,"150,6.8",true,false,Closed,Black / Silver
Sony MDR1R,,Circumaural,"4,80",false,false,Closed,Black
Astro A30,,Supra-aural,"15,28",true,false,Closed,Black / Red
Logitech B530,,Supra-aural,"20,20",true,false,Closed,Black
